object,family,mechanism,feature,omni_p,bp_bin,bp_exp,bp_N,bp_lift,rank,fdr
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f042,0.00012753716696245476,4.0,0.29453385800534954,65,0.39846566723963284,233,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f027,0.00013551520754440105,,,0,,234,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f013,0.0001364819854032806,,,0,,235,True
S30::282a94fa23d8,S30,M06_SESSION_TIME,f015,0.00013687860072320035,,,0,,236,True
CAND0001,CAND0001,M14_REFERENCE_LEVEL,f043,0.00014318932326284894,1.0,0.5666118975003642,369,0.49957693036287654,237,True
S28::b2a817579286,S28,M16_AUCTION_VALUE,f012,0.00014705936841941103,0.0,0.057212503082242606,609,0.23027443602431316,238,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f039,0.00015085473922660242,,,0,,239,True
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f041,0.0001569234137299702,,,0,,240,True
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f033,0.00016094881583494924,,,0,,241,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f041,0.00017310281569815622,,,0,,242,True
SESS_C,SESS_C,M06_SESSION_TIME,f037,0.00017646587485531384,,,0,,243,True
CAND0001,CAND0001,M14_REFERENCE_LEVEL,f046,0.00018414472202765708,0.0,0.4293736519608039,880,0.48064489004813316,244,True
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f016,0.00018557697641474746,,,0,,245,True
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f043,0.00019648360875423876,,,0,,246,True
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f030,0.00020347841841861225,,,0,,247,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f012,0.00021272200797950447,,,0,,248,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f017,0.0002186294864214844,10.0,0.06735286354916202,44,0.2925096611253329,249,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f005,0.0002200349366954235,3.0,0.1157063706197768,336,0.20152534612818906,250,True
S51::049ca99687f4,S51,M06_SESSION_TIME,f027,0.00025514861379694054,,,0,,251,True
SESS_B,SESS_B,M06_SESSION_TIME,f016,0.00027705944023814766,,,0,,252,True
S18::3933c532ec9c,S18,M06_SESSION_TIME,f016,0.0002863838668123453,2.0,0.18988728887150708,31,0.46423126881325616,253,True
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f003,0.0003167787277691403,,,0,,254,True
S31::9584b16899ad,S31,M06_SESSION_TIME,f037,0.0003244484333890796,,,0,,255,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f002,0.00032531021293302764,,,0,,256,True
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f015,0.0003297660496892618,,,0,,257,True
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f040,0.00033930485876187966,2.0,0.021644717760561875,695,0.2216227030794165,258,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f021,0.0003553488379921532,,,0,,259,True
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f005,0.00036513378801794616,3.0,0.10426205897337565,113,0.16851316360213192,260,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f030,0.0003779366729605993,0.0,0.30740931930636195,70,0.4873304244478981,261,True
S18::3933c532ec9c,S18,M06_SESSION_TIME,f023,0.00038830396175359994,,,0,,262,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f017,0.00038889506002171004,,,0,,263,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f013,0.0003969675927806282,,,0,,264,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f043,0.00039741081845012793,,,0,,265,True
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f003,0.00039927645396620193,,,0,,266,True
CAND0002,CAND0002,M04_VOLATILITY_COMPRESSION_EXPANSION,f013,0.0004022141032167248,4.0,0.03835324975245403,750,0.10222101446371754,267,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f016,0.0004029839300012661,,,0,,268,True
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f027,0.0004052597352033338,,,0,,269,True
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f005,0.0004161611532866871,1.0,0.2902631017665356,80,0.38681233004829674,270,True
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f027,0.0004175668548178635,,,0,,271,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f003,0.00041853713748096766,,,0,,272,True
S6::7199b701458a,S6,M06_SESSION_TIME,f028,0.0004278177077825518,,,0,,273,True
S12::061854e10b15,S12,M12_RANGE_ROTATION,f021,0.00043693316645398994,,,0,,274,True
S6::7199b701458a,S6,M06_SESSION_TIME,f041,0.0004426871969398505,,,0,,275,True
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f011,0.0004546304001662449,6.0,0.14777306590689424,118,0.24287364314420642,276,True
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f035,0.0004590553127781227,,,0,,277,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f015,0.0004711281719051996,0.0,0.038096873447666345,1207,0.32259039602140704,278,True
S51::049ca99687f4,S51,M06_SESSION_TIME,f003,0.0004756088645962997,,,0,,279,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f020,0.0004864499455670135,3.0,0.11030109329940978,391,0.20342497972377221,280,True
CAND0004,CAND0004,M13_IMBALANCE_FVG,f015,0.000493254905769902,0.0,0.2771223499769273,85,0.5695966738345315,281,True
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f001,0.0004943499194498546,4.0,0.001286342905458938,1114,0.07601547916598746,282,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f028,0.0005107606270615683,0.0,0.4925924139527721,65,0.6806909032764012,283,True
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f039,0.0005264083534584074,1.0,0.17884487271234092,84,0.1861956361247049,284,True
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f028,0.0005320128256336432,,,0,,285,True
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f005,0.0005356935228828519,2.0,0.10400935148949081,275,0.21216452628000682,286,True
CAND0002,CAND0002,M04_VOLATILITY_COMPRESSION_EXPANSION,f017,0.0005411543633471183,4.0,0.1628896077412708,87,0.2085314219261522,287,True
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f037,0.0005418078502028578,,,0,,288,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f011,0.0005526288227457599,,,0,,289,True
S40::43b9c7dbd606,S40,M21_META_ROUTER,f030,0.0005535507727350009,,,0,,290,True
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f004,0.0005651542092866002,,,0,,291,True
S31::555f488885b1,S31,M06_SESSION_TIME,f040,0.0005689212353061635,2.0,0.08519801179478498,32,0.3590554570898892,292,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f011,0.00057492924989333,,,0,,293,True
S18::3933c532ec9c,S18,M06_SESSION_TIME,f001,0.0006125252447664042,,,0,,294,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f005,0.0006130726745168236,0.0,0.29146032743645783,31,0.45523879573905773,295,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f042,0.0006147502451625542,,,0,,296,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f017,0.0006296568201236141,10.0,0.9085869949440225,46,0.9804391289659379,297,True
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f011,0.0006859327494588285,3.0,0.05636043748089755,291,0.21145931035467946,298,True
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f039,0.0006920294949193107,,,0,,299,True
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f039,0.0006935372891536673,,,0,,300,True
CAND0037,CAND0037,M03_BREAKOUT_RETEST,f041,0.0006998177430150854,2.0,0.16541549746046483,34,0.11682690377455889,301,True
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f024,0.00072810865888151,,,0,,302,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f017,0.0007483555298648525,,,0,,303,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f033,0.0007612364098297242,,,0,,304,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f016,0.0007803485140955857,,,0,,305,True
S40::43b9c7dbd606,S40,M21_META_ROUTER,f016,0.0007852900856863965,,,0,,306,True
S30::282a94fa23d8,S30,M06_SESSION_TIME,f036,0.0007893266417480227,,,0,,307,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f041,0.000802050987454006,,,0,,308,True
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f027,0.000804893723151956,,,0,,309,True
SESS_A,SESS_A,M06_SESSION_TIME,f037,0.0008049735030377647,0.0,0.08705762960110489,319,0.08549483605080119,310,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f016,0.0008195699946811352,,,0,,311,True
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f022,0.0008235689185509543,,,0,,312,True
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f037,0.000838527237228881,,,0,,313,True
S18::3933c532ec9c,S18,M06_SESSION_TIME,f028,0.0008526896029237285,4.0,0.010933783609100321,200,0.29690927483137247,314,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f005,0.0008910986806642818,,,0,,315,True
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f037,0.0008979283174173069,,,0,,316,True
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f039,0.0009017875799077757,,,0,,317,True
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f028,0.000918209865785613,,,0,,318,True
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f013,0.0009210008953108861,,,0,,319,True
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f003,0.0009625284296899128,,,0,,320,True
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f004,0.0009985708468152055,,,0,,321,True
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f021,0.0010111545419171364,,,0,,322,True
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f027,0.0010155175803827632,,,0,,323,True
S29::10d4532019fd,S29,M06_SESSION_TIME,f036,0.0010661511103304822,3.0,0.21927775474794736,165,0.4348294724274441,324,True
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f009,0.0010698401522191148,2.0,0.15509947544014885,226,0.2638163231921533,325,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f016,0.0010738688794809104,,,0,,326,True
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f021,0.0010755553955030805,,,0,,327,True
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f040,0.0010759721684490131,2.0,0.09067663019241803,391,0.2091334465237335,328,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f031,0.0011164007044150992,,,0,,329,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f028,0.001140810310902296,,,0,,330,True
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f030,0.0011736857643374066,,,0,,331,True
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f017,0.0011772803327190218,14.0,0.038814656934110695,684,0.20864764620393295,332,True
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f007,0.001203982811459614,,,0,,333,True
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f007,0.0012165215574810873,,,0,,334,True
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f021,0.001224611467785408,,,0,,335,True
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f032,0.0013111139941890393,,,0,,336,True
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f011,0.0013206881849834318,28.0,0.12428121145772372,383,0.291379638057044,337,True
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f040,0.0013629256415326196,,,0,,338,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f004,0.0013891125897058654,2.0,0.20934918151872792,72,0.38405548882666185,339,True
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f016,0.0013903564062189844,1.0,0.4339192971680592,52,0.4754131557997159,340,True
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f016,0.0014575286790918796,,,0,,341,True
S31::555f488885b1,S31,M06_SESSION_TIME,f016,0.0014652743950609448,3.0,0.02435443344298839,36,0.2969379817916312,342,True
SESS_B,SESS_B,M06_SESSION_TIME,f039,0.001465343088206783,,,0,,343,True
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f040,0.0014767347479649473,,,0,,344,True
S18::3933c532ec9c,S18,M06_SESSION_TIME,f012,0.001484983695598796,,,0,,345,True
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f039,0.0015343142353163586,,,0,,346,True
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f014,0.001535307848110623,,,0,,347,True
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f037,0.0015734181454760687,,,0,,348,True
S12::061854e10b15,S12,M12_RANGE_ROTATION,f040,0.001614676436958451,,,0,,349,True
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f039,0.0016227386210534434,,,0,,350,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f043,0.0016231677452571702,,,0,,351,True
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f004,0.0016396673104734916,,,0,,352,True
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f027,0.0016551266157383004,4.0,0.02137461709205631,724,0.09264630684076279,353,True
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f013,0.0016701829458920514,,,0,,354,True
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f046,0.0017274678465639681,,,0,,355,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f013,0.0017279488884969219,,,0,,356,True
M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M24_EVENT_REVEALED_RESPONSE,f031,0.0017559446046173655,,,0,,357,True
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f037,0.0017669211077873115,,,0,,358,True
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f015,0.0017907567374040312,,,0,,359,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f002,0.001796965835785258,0.0,0.08874914372556397,419,0.17909439061727994,360,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f010,0.0018109155066003968,,,0,,361,True
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f030,0.0018133639618311825,,,0,,362,True
S12::061854e10b15,S12,M12_RANGE_ROTATION,f036,0.0018187871288344315,,,0,,363,True
S6::7199b701458a,S6,M06_SESSION_TIME,f016,0.001826585077658649,,,0,,364,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f008,0.0018631429899924612,0.0,0.15051381426608862,34,0.31144874309933135,365,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f015,0.0019058369626865357,,,0,,366,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f040,0.0019560036256605073,,,0,,367,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f037,0.00195934106972917,,,0,,368,True
S12::061854e10b15,S12,M12_RANGE_ROTATION,f033,0.0020263509489604203,,,0,,369,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f042,0.002057896808889126,,,0,,370,True
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f026,0.0020581571513600405,,,0,,371,True
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f015,0.0020631884823685276,,,0,,372,True
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f009,0.002095304571710921,0.0,0.10880313880449975,97,0.2833767150068176,373,True
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f002,0.00212096361805747,,,0,,374,True
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f028,0.0021394205718494597,,,0,,375,True
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f030,0.002168916841531754,,,0,,376,True
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f016,0.0021784895890508693,,,0,,377,True
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f027,0.002274360081770954,,,0,,378,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f022,0.0023570581903142873,,,0,,379,True
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f008,0.0023604560693324395,,,0,,380,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f014,0.0023661519037898593,2.0,0.11292785012605329,249,0.18544422949133446,381,True
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f046,0.0023976511688488245,1.0,0.010877698585663969,312,0.2913029412661683,382,True
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f007,0.0023976514495094303,,,0,,383,True
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f040,0.002417615061360845,0.0,0.4070924490185356,120,0.720370656200328,384,True
CAND0004,CAND0004,M13_IMBALANCE_FVG,f035,0.0024196852109588107,1.0,0.15769584597029387,51,0.2986401780736578,385,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f030,0.0024240705206479696,,,0,,386,True
CAND0001,CAND0001,M14_REFERENCE_LEVEL,f008,0.002425735968822895,2.0,0.6214391024333658,279,0.5373355889458484,387,True
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f026,0.0024287771761244414,,,0,,388,True
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f005,0.002435085568389672,,,0,,389,True
CAND0005,CAND0005,M13_IMBALANCE_FVG,f011,0.00258212739503616,34.0,1.666574807658492,90,1.7028571558767134,390,True
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f003,0.002603778790606359,,,0,,391,True
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f011,0.002633085363505927,43.0,0.10774172504492056,42,0.42347968296834543,392,True
S29::10d4532019fd,S29,M06_SESSION_TIME,f007,0.0026527077251503606,2.0,0.16506969699583482,107,0.3347332910358822,393,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f007,0.0026590251683389354,,,0,,394,True
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f023,0.002671617159557549,4.0,0.5329367509385797,103,0.8486998954202296,395,True
S6::a461ec93f607,S6,M06_SESSION_TIME,f043,0.0027349886237026944,,,0,,396,True
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f007,0.002775066546265581,,,0,,397,True
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f011,0.002805483071743886,45.0,0.19044563471302065,48,0.3614910600958264,398,True
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f013,0.0028254240765202,,,0,,399,True
S29::10d4532019fd,S29,M06_SESSION_TIME,f041,0.0028315238734000214,3.0,0.043878244263420844,141,0.20465233216631804,400,True
M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M24_EVENT_REVEALED_RESPONSE,f022,0.0029117798737976486,,,0,,401,True
S40::43b9c7dbd606,S40,M21_META_ROUTER,f011,0.0029124801525384214,35.0,0.004436233106905355,173,0.1990359893495189,402,True
SESS_D,SESS_D,M06_SESSION_TIME,f006,0.0029198433916088895,2.0,0.15728395053556915,449,0.2193645139189559,403,True
S6::7199b701458a,S6,M06_SESSION_TIME,f035,0.002925064407293121,,,0,,404,True
SESS_B,SESS_B,M06_SESSION_TIME,f022,0.003017201111568113,,,0,,405,True
CAND0038,CAND0038,M10_DISPLACEMENT_CONTINUATION,f024,0.003027942811061557,1.0,0.13202134116276748,137,0.1600169378771446,406,True
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f004,0.0030337255093026982,,,0,,407,True
CAND0038,CAND0038,M10_DISPLACEMENT_CONTINUATION,f012,0.0030701176552216936,3.0,0.19638644762087473,44,0.16672888386435364,408,True
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f027,0.003113270391661427,,,0,,409,True
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f043,0.0031391863804852704,,,0,,410,True
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f013,0.0031973668646201325,,,0,,411,True
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f015,0.0032075214361428905,,,0,,412,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f009,0.003225638497016403,,,0,,413,True
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f028,0.003246236792742163,0.0,0.06629776266988427,715,0.11897502765253787,414,True
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f012,0.003254175687278371,,,0,,415,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f039,0.003366705232551226,,,0,,416,True
CAND0004,CAND0004,M13_IMBALANCE_FVG,f016,0.0034180571702941975,2.0,0.6824118501233515,41,0.9274401956510905,417,True
CAND0002,CAND0002,M04_VOLATILITY_COMPRESSION_EXPANSION,f003,0.0034299801241610695,2.0,0.009262799057609062,509,0.0585331159933611,418,True
S19::762b6018f2c5,S19,M15_GAP,f031,0.0034941534664896245,,,0,,419,True
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f030,0.003497812402095679,1.0,0.014828821334845548,472,0.12281929104443415,420,True
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f013,0.0035105392990053552,,,0,,421,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f036,0.0035270257748343248,,,0,,422,True
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f026,0.003527756063708143,,,0,,423,True
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f019,0.0035802351250016073,,,0,,424,True
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f046,0.0036044413765621286,,,0,,425,True
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f022,0.0036738727915452962,,,0,,426,True
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f026,0.0036741867865819344,,,0,,427,True
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f017,0.0037197672214865918,,,0,,428,True
S29::10d4532019fd,S29,M06_SESSION_TIME,f032,0.003750071868020566,3.0,0.1571470019892658,135,0.339623818750174,429,True
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f004,0.0037805668901824685,4.0,0.21278059399270446,388,0.33770933121302715,430,True
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f007,0.003919024352870837,,,0,,431,True
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f027,0.003938117377140227,,,0,,432,True
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f032,0.004006892789225613,,,0,,433,True
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f026,0.004038465475967312,,,0,,434,True
S19::762b6018f2c5,S19,M15_GAP,f001,0.004039869537338259,4.0,0.18783437917163648,41,0.6642655820299439,435,True
CAND0027,CAND0027,M06_SESSION_TIME,f028,0.00414950596910324,2.0,0.24937910342568426,2022,0.23253853492755003,436,True
M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M24_EVENT_REVEALED_RESPONSE,f013,0.00428184236420881,,,0,,437,False
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f026,0.0043045229463145596,2.0,0.009261815985083379,1359,0.09188338736773259,438,False
SESS_E,SESS_E,M06_SESSION_TIME,f001,0.004342735793941843,,,0,,439,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f035,0.00434562734723265,3.0,0.23107525641676863,96,0.3637245424030008,440,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f037,0.004426928268642882,,,0,,441,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f013,0.004469389198409335,,,0,,442,False
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f006,0.004480917270286433,,,0,,443,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f003,0.004547461116578333,2.0,0.09149899791433565,91,0.24374833433445442,444,False
CAND0001,CAND0001,M14_REFERENCE_LEVEL,f032,0.004578523348184316,0.0,0.44876484970193925,388,0.35948759105500144,445,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f024,0.004612310656748608,,,0,,446,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f021,0.004668928558916541,,,0,,447,False
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f042,0.004715077083905506,1.0,0.10000966267649984,257,0.20576182234655044,448,False
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f031,0.004742897751011554,,,0,,449,False
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f035,0.004827795882893504,,,0,,450,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f022,0.004877382661778729,,,0,,451,False
S6::7199b701458a,S6,M06_SESSION_TIME,f002,0.00495155704583361,,,0,,452,False
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f003,0.004977616051184963,,,0,,453,False
CAND0037,CAND0037,M03_BREAKOUT_RETEST,f024,0.004996572457493187,1.0,0.11498044303083897,208,0.12292857311166329,454,False
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f014,0.0050007404837226765,,,0,,455,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f015,0.005016594698843413,,,0,,456,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f003,0.0050752756452310255,,,0,,457,False
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f037,0.0050901941321326305,,,0,,458,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f021,0.005098821806023501,,,0,,459,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f030,0.00513136555806426,,,0,,460,False
S31::555f488885b1,S31,M06_SESSION_TIME,f008,0.005149645536267622,1.0,0.09428846171277087,123,0.4350610989585527,461,False
S5::15be26301532,S5,M05_OPENING_RANGE,f014,0.005203521474532735,1.0,0.10425087473619761,593,0.18221222616148358,462,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f027,0.005240832447488408,,,0,,463,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f034,0.0053227361736478684,,,0,,464,False
