object,family,mechanism,feature,omni_p,bp_bin,bp_exp,bp_N,bp_lift,rank,fdr
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f031,0.33130477385058166,,,0,,1771,False
SESS_C,SESS_C,M06_SESSION_TIME,f027,0.33194937630960375,,,0,,1772,False
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f019,0.33325130402871395,0.0,0.00787428364474679,440,0.0722131062697231,1773,False
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f030,0.33339149581679495,,,0,,1774,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f012,0.3334236325248474,,,0,,1775,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f044,0.3335129884322363,,,0,,1776,False
CAND0004,CAND0004,M13_IMBALANCE_FVG,f021,0.33413739083800653,,,0,,1777,False
CAND0027,CAND0027,M06_SESSION_TIME,f010,0.3342544507265188,4.0,0.15602153754598955,1568,0.09776789242779137,1778,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f038,0.3346393911662793,1.0,0.025824826640444692,804,0.054760912942984755,1779,False
CAND0004,CAND0004,M13_IMBALANCE_FVG,f019,0.3350985687568495,,,0,,1780,False
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f036,0.33564704316830785,,,0,,1781,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f038,0.3369112807128982,,,0,,1782,False
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f010,0.3369580650847315,,,0,,1783,False
S20::3a706309724e,S20,M21_META_ROUTER,f001,0.3376093220082177,2.0,0.04606589579291314,313,0.13644599300622218,1784,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f014,0.3377972707689647,,,0,,1785,False
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f024,0.3384521272386154,,,0,,1786,False
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f012,0.3389587404325123,,,0,,1787,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f021,0.33923342563955394,,,0,,1788,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f041,0.33954881032012274,,,0,,1789,False
S30::282a94fa23d8,S30,M06_SESSION_TIME,f039,0.34034424975147415,,,0,,1790,False
SESS_A,SESS_A,M06_SESSION_TIME,f016,0.3418378352926519,3.0,0.05076006012758293,761,0.05321237999161728,1791,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f010,0.3420796384210445,,,0,,1792,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f016,0.3422660377890441,,,0,,1793,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f008,0.3424920990476066,3.0,0.00850649037043772,1095,0.056982189982263697,1794,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f002,0.3428683577017555,,,0,,1795,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f024,0.343219463230648,,,0,,1796,False
S6::7199b701458a,S6,M06_SESSION_TIME,f017,0.34372346296567446,,,0,,1797,False
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f006,0.3438084442400724,,,0,,1798,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f046,0.34396270489406877,,,0,,1799,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f010,0.34548073634075305,0.0,0.044936745046191544,146,0.2075598168974657,1800,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f013,0.3460199701274924,0.0,0.08375403054644154,72,0.3009201362898817,1801,False
S5::15be26301532,S5,M05_OPENING_RANGE,f008,0.34691732582323986,2.0,0.027392762923752506,549,0.07860268049920488,1802,False
S20::3a706309724e,S20,M21_META_ROUTER,f022,0.3474936614229085,,,0,,1803,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f012,0.3505557680917546,3.0,0.18231755443796482,47,0.26500645046173327,1804,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f005,0.3518095372426677,,,0,,1805,False
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f012,0.3519410582307658,4.0,0.06335605985753191,416,0.14447370403856363,1806,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f036,0.35240685201702426,,,0,,1807,False
SESS_E,SESS_E,M06_SESSION_TIME,f022,0.35241099923793096,4.0,0.07296699107002234,65,0.2607780043648103,1808,False
SESS_B,SESS_B,M06_SESSION_TIME,f046,0.3531499443461259,,,0,,1809,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f033,0.35421617689305407,,,0,,1810,False
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f035,0.35454855839218924,,,0,,1811,False
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f033,0.35534055291182143,,,0,,1812,False
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f038,0.35569853418867314,0.0,0.15098085758694593,430,0.26548899367730305,1813,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f012,0.3561649781016385,3.0,0.1414546828141784,84,0.2972663070615441,1814,False
SESS_A,SESS_A,M06_SESSION_TIME,f039,0.3565489923389844,3.0,0.13004637531133356,157,0.12621925447667914,1815,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f004,0.35656911379250866,,,0,,1816,False
S51::049ca99687f4,S51,M06_SESSION_TIME,f024,0.35706059848048444,,,0,,1817,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f042,0.3571297109260807,,,0,,1818,False
S31::555f488885b1,S31,M06_SESSION_TIME,f031,0.3576691749724974,,,0,,1819,False
CAND0005,CAND0005,M13_IMBALANCE_FVG,f016,0.3581290103736645,2.0,0.24223931869790577,929,0.3062310140493496,1820,False
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f002,0.3584290206850116,,,0,,1821,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f026,0.35994416588614575,3.0,0.027916628467873968,263,0.14699032867140563,1822,False
SESS_D,SESS_D,M06_SESSION_TIME,f010,0.36013549146735047,1.0,0.040825168006254735,606,0.08631537623468807,1823,False
S30::282a94fa23d8,S30,M06_SESSION_TIME,f040,0.36037773526174055,,,0,,1824,False
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f011,0.360954752367995,43.0,0.10686390697876408,35,0.2081143344389429,1825,False
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f017,0.360954752367995,21.0,0.16761297044409587,42,0.26945354233987784,1826,False
M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M24_EVENT_REVEALED_RESPONSE,f032,0.36122031702459423,,,0,,1827,False
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f033,0.36331106765482124,,,0,,1828,False
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f035,0.3633218186583087,,,0,,1829,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f035,0.3633768818063188,,,0,,1830,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f042,0.36421531555209885,,,0,,1831,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f019,0.36682302868324523,,,0,,1832,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f015,0.36685448314392755,1.0,0.06478610600912645,146,0.07538386659958678,1833,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f006,0.3668941975086637,0.0,0.07019373364556489,196,0.1682690024667743,1834,False
SESS_E,SESS_E,M06_SESSION_TIME,f004,0.3673134586119742,4.0,0.061624788281849245,106,0.26018282839816703,1835,False
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f016,0.3681808542750242,,,0,,1836,False
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f022,0.3682481618538125,0.0,0.04682016257390478,124,0.2386857868648684,1837,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f033,0.36856365863935814,,,0,,1838,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f026,0.3686169376096049,0.0,0.004921830372511448,72,0.3210534145264558,1839,False
SESS_D,SESS_D,M06_SESSION_TIME,f032,0.3686319675106553,3.0,0.03999609603386564,572,0.08394518673961093,1840,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f009,0.3686628699092842,,,0,,1841,False
SESS_B,SESS_B,M06_SESSION_TIME,f035,0.36875624550675834,,,0,,1842,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f002,0.36970974513443444,,,0,,1843,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f032,0.3697111591470481,,,0,,1844,False
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f008,0.3700120520748573,,,0,,1845,False
SESS_C,SESS_C,M06_SESSION_TIME,f005,0.3702747898390326,1.0,0.11822288171968864,40,0.40666174257849663,1846,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f036,0.37034628517073065,,,0,,1847,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f005,0.37094059675886193,,,0,,1848,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f011,0.37290849073877297,,,0,,1849,False
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f041,0.37296026447537267,0.0,0.0896541950378654,397,0.17706918724660553,1850,False
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f019,0.37322068819094856,,,0,,1851,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f022,0.3742863086370385,,,0,,1852,False
CAND0037,CAND0037,M03_BREAKOUT_RETEST,f046,0.3744852682624229,0.0,0.09072697258906126,161,0.05486310412973002,1853,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f031,0.3758123291228834,,,0,,1854,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f022,0.3762254931742559,4.0,0.052217604466395534,143,0.21549455670266462,1855,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f001,0.376585923402577,,,0,,1856,False
SESS_B,SESS_B,M06_SESSION_TIME,f040,0.3771434060416423,,,0,,1857,False
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f013,0.37757155881103954,,,0,,1858,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f022,0.37864732533263057,,,0,,1859,False
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f044,0.3792128342099277,,,0,,1860,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f036,0.37950158479075013,0.0,0.00923340732875038,220,0.029881406772189298,1861,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f020,0.3799376963611012,,,0,,1862,False
M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M24_EVENT_REVEALED_RESPONSE,f012,0.379993170978159,,,0,,1863,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f034,0.3807722513267149,,,0,,1864,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f003,0.38100090496085315,4.0,0.06165907693842624,349,0.07620234533200879,1865,False
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f043,0.3813626830429173,,,0,,1866,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f010,0.3814783675064115,3.0,0.019568171911417378,983,0.04953703870551865,1867,False
M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M24_EVENT_REVEALED_RESPONSE,f019,0.38159748097675195,4.0,0.02277737430796335,294,0.1516968216078741,1868,False
SESS_B,SESS_B,M06_SESSION_TIME,f012,0.38220873578553416,,,0,,1869,False
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f003,0.38261004263794307,,,0,,1870,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f028,0.3829538498800602,,,0,,1871,False
S31::9584b16899ad,S31,M06_SESSION_TIME,f012,0.3834692976605669,1.0,0.13775803914246046,41,0.4117105183844336,1872,False
CAND0004,CAND0004,M13_IMBALANCE_FVG,f023,0.38355784683347327,3.0,0.26305406095301126,42,0.4138135536586983,1873,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f022,0.38515838842274386,4.0,0.10213107693611113,35,0.27214315660948096,1874,False
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f032,0.3855980579887053,,,0,,1875,False
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f043,0.3859270983204499,,,0,,1876,False
S19::762b6018f2c5,S19,M15_GAP,f034,0.3860903435555234,,,0,,1877,False
CAND0037,CAND0037,M03_BREAKOUT_RETEST,f036,0.3873892868967077,2.0,0.13160644331197072,45,0.08231662857217134,1878,False
S31::9584b16899ad,S31,M06_SESSION_TIME,f008,0.38741823993993063,,,0,,1879,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f010,0.3887477171128284,3.0,0.15771109625525462,88,0.17384762668397297,1880,False
CAND0037,CAND0037,M03_BREAKOUT_RETEST,f015,0.3895757979273231,0.0,0.0657624727390816,322,0.04313845116630165,1881,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f035,0.39016484307442756,,,0,,1882,False
DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,DIRECTION_AGNOSTIC_EXPANSION_HARVEST_V1,M25_DIRECTION_AGNOSTIC_OCO,f023,0.3908483430586829,4.0,0.04455133970513508,462,0.07100367368068135,1883,False
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f021,0.39090160315468303,,,0,,1884,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f012,0.3913626657494007,4.0,0.021570760504286902,482,0.06421961757345673,1885,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f028,0.39172368384015277,,,0,,1886,False
S31::555f488885b1,S31,M06_SESSION_TIME,f002,0.3918194761678384,,,0,,1887,False
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f004,0.392202777965176,,,0,,1888,False
SESS_E,SESS_E,M06_SESSION_TIME,f017,0.39243704819667924,17.0,0.03781139021454589,129,0.23975579858955634,1889,False
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f046,0.3925096676098123,,,0,,1890,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f007,0.3931834668514145,,,0,,1891,False
S51::049ca99687f4,S51,M06_SESSION_TIME,f009,0.39387578194458595,,,0,,1892,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f021,0.39415861399993535,,,0,,1893,False
S6::7199b701458a,S6,M06_SESSION_TIME,f043,0.39432886217149044,,,0,,1894,False
CAND0037,CAND0037,M03_BREAKOUT_RETEST,f019,0.39467252798290176,8.0,0.26488296942999146,32,0.22472096230258762,1895,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f017,0.39478334567103524,,,0,,1896,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f010,0.39576953745042553,,,0,,1897,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f009,0.3960051583896851,,,0,,1898,False
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f040,0.39694576221442013,,,0,,1899,False
S5::15be26301532,S5,M05_OPENING_RANGE,f033,0.3982731005991802,1.0,0.08486553793968821,192,0.12845397649313678,1900,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f042,0.39856340508545474,,,0,,1901,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f046,0.39862965533294314,,,0,,1902,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f010,0.39873410795464803,,,0,,1903,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f006,0.39912863287383527,,,0,,1904,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f006,0.39914991046066106,,,0,,1905,False
CAND0038,CAND0038,M10_DISPLACEMENT_CONTINUATION,f027,0.3993124905654799,3.0,0.17860436526798612,54,0.1524998487053723,1906,False
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f040,0.3993757380260754,0.0,0.002977799472363172,44,0.16639426689504905,1907,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f043,0.3997478464447166,0.0,0.06224810705603198,175,0.18517802330095637,1908,False
SESS_B,SESS_B,M06_SESSION_TIME,f003,0.40006548124389196,,,0,,1909,False
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f030,0.4031159138961393,,,0,,1910,False
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f019,0.4041707053950976,2.0,0.04582321602575109,149,0.22530649927973956,1911,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f001,0.40425815353529293,,,0,,1912,False
SESS_E,SESS_E,M06_SESSION_TIME,f035,0.4047802652345478,4.0,0.018732589711334038,136,0.21960264137085805,1913,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f022,0.4049060118475456,,,0,,1914,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f038,0.40533161121818595,,,0,,1915,False
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f014,0.40558944191471547,,,0,,1916,False
SESS_C,SESS_C,M06_SESSION_TIME,f041,0.40593301912661195,,,0,,1917,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f014,0.4060269023750318,,,0,,1918,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f001,0.40604455111370785,,,0,,1919,False
SESS_A,SESS_A,M06_SESSION_TIME,f006,0.4062640217940472,3.0,0.09134201510610197,550,0.09783817859388923,1920,False
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f020,0.40631508886064927,0.0,0.14995083488988356,51,0.1943542901993482,1921,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f014,0.4076209629901717,,,0,,1922,False
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f034,0.40766966238065105,,,0,,1923,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f014,0.4078444650679858,,,0,,1924,False
SESS_B,SESS_B,M06_SESSION_TIME,f021,0.40873293584295967,,,0,,1925,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f007,0.4089099087028458,,,0,,1926,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f034,0.4104662407102504,,,0,,1927,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f028,0.41086179820224,,,0,,1928,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f036,0.41105603797972234,,,0,,1929,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f001,0.41162609958589447,,,0,,1930,False
S5::15be26301532,S5,M05_OPENING_RANGE,f003,0.4120261669302172,4.0,0.057669915160905014,70,0.09379864287960082,1931,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f027,0.41202953344380955,1.0,0.06577434978012503,101,0.1505228440638219,1932,False
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f003,0.41236045296261237,,,0,,1933,False
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f008,0.41304492952371596,,,0,,1934,False
M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M24_EVENT_REVEALED_RESPONSE,f041,0.41325944084963595,,,0,,1935,False
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f012,0.41391013644151875,,,0,,1936,False
CAND0005,CAND0005,M13_IMBALANCE_FVG,f035,0.41394558618207844,2.0,0.08792478147643899,872,0.1125744881482938,1937,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f010,0.41593665955334425,,,0,,1938,False
SESS_A,SESS_A,M06_SESSION_TIME,f004,0.4161572499655741,4.0,0.06970193682596489,673,0.07523257484982698,1939,False
HTF_RANGE_FADE,HTF_RANGE_FADE,M12_RANGE_ROTATION,f007,0.41640863876202583,,,0,,1940,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f035,0.4175344449951779,,,0,,1941,False
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f021,0.41870169638028853,,,0,,1942,False
S51::049ca99687f4,S51,M06_SESSION_TIME,f043,0.41875815630753377,,,0,,1943,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f001,0.42019202975426717,1.0,0.17448867365052437,157,0.2142976407980962,1944,False
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f033,0.42020683453653285,,,0,,1945,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f020,0.42027870046834614,,,0,,1946,False
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f038,0.4205420890362732,0.0,0.034460420064611356,87,0.26362272520583485,1947,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f028,0.42054497846462313,,,0,,1948,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f006,0.42125259157923645,,,0,,1949,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f010,0.4214019671093583,2.0,0.0617429275990876,279,0.07201708840511702,1950,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f003,0.42181275762169124,,,0,,1951,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f010,0.42217190191225606,,,0,,1952,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f017,0.4230325047309762,22.0,0.01990341831882195,318,0.17462672913771377,1953,False
S40::43b9c7dbd606,S40,M21_META_ROUTER,f007,0.4233174671153539,,,0,,1954,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f006,0.42348562774554677,0.0,0.19084365272772555,58,0.26038760424021345,1955,False
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f012,0.4236700264275517,1.0,0.08775368262259205,84,0.2708796562833626,1956,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f040,0.42421582088450593,,,0,,1957,False
CAND0006,CAND0006,M14_REFERENCE_LEVEL,f043,0.42474697903854386,1.0,0.5337081279020449,67,0.755330797141176,1958,False
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f022,0.42515732274446494,,,0,,1959,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f033,0.4252484950327662,4.0,0.0760531060134129,86,0.24761921820384086,1960,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f006,0.42532590442287854,,,0,,1961,False
SESS_D,SESS_D,M06_SESSION_TIME,f044,0.42549937651973124,1.0,0.02325978588599152,649,0.06514888319266407,1962,False
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f019,0.4265298550100418,,,0,,1963,False
CAND0027,CAND0027,M06_SESSION_TIME,f038,0.4271908282710202,0.0,0.2194407024419667,1885,0.1872903255270851,1964,False
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f023,0.4274006744225334,2.0,0.048667346413724506,105,0.2628198881293459,1965,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f005,0.4275717727662425,3.0,0.08253595483661501,54,0.2217500475028631,1966,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f036,0.4282667222762857,,,0,,1967,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f012,0.42855568243316267,,,0,,1968,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f007,0.42875827383752396,,,0,,1969,False
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f038,0.42911232196344073,,,0,,1970,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f038,0.42976792976027745,,,0,,1971,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f032,0.43051297123885557,,,0,,1972,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f012,0.43081114228711526,,,0,,1973,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f008,0.431771205471958,,,0,,1974,False
M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M5_EVENT_REVEALED_DIRECTION_FACTORY_V1,M24_EVENT_REVEALED_RESPONSE,f014,0.4321551586633299,,,0,,1975,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f006,0.4327219959125983,,,0,,1976,False
CAND0009,CAND0009,M03_BREAKOUT_RETEST,f007,0.43307787874776627,1.0,0.26365102095515475,285,0.37337286954680915,1977,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f019,0.43404975626557984,,,0,,1978,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f041,0.4345564560182036,,,0,,1979,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f033,0.4346552480340671,,,0,,1980,False
CAND0038,CAND0038,M10_DISPLACEMENT_CONTINUATION,f014,0.4353683008936937,3.0,0.16457302832614895,47,0.1300851536217684,1981,False
SESS_C,SESS_C,M06_SESSION_TIME,f024,0.4356338717637174,,,0,,1982,False
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f033,0.43565497621878224,,,0,,1983,False
S20::3a706309724e,S20,M21_META_ROUTER,f038,0.43591248653357795,3.0,0.23391147470187346,59,0.3080780966277329,1984,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f021,0.43597611716871665,,,0,,1985,False
SESS_B,SESS_B,M06_SESSION_TIME,f024,0.43615700914794653,,,0,,1986,False
S20::3a706309724e,S20,M21_META_ROUTER,f036,0.4373295033425495,2.0,0.024901224596595585,167,0.09785515905456033,1987,False
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f028,0.4382385446796233,,,0,,1988,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f023,0.43853225346354385,0.0,0.06770893083096072,143,0.15799781515743677,1989,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f027,0.4390419846406224,4.0,0.09775616559687983,358,0.12398061755073231,1990,False
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f005,0.43915191768159545,,,0,,1991,False
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f042,0.4396546399787926,,,0,,1992,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f031,0.44146366262587655,,,0,,1993,False
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f042,0.44216613892075207,,,0,,1994,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f031,0.442470878630437,,,0,,1995,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f038,0.4425614454348292,,,0,,1996,False
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f011,0.44265572664834973,39.0,0.18459081221663082,103,0.36978349947796546,1997,False
