hid,family,N,tpy,WR,BASE,STRESS,PF,maxDD,db5,era1,era2,era3,epos,worst_era,recent,SURVIVE
S2::ref=session/lb=20/fail_within=2/stop=beyond_ext/exit=opp_liq/side=high/id=16feddc88e65,S2,10279,685.0,0.377,-0.0412,-0.2025,0.935,530.4,-0.3334,-0.0276,-0.0593,-0.0369,0,-0.0593,0.029,False
S2::ref=session/lb=20/fail_within=2/stop=beyond_ext/exit=opp_liq/side=low/id=73c7020f0c95,S2,9493,633.0,0.395,-0.0507,-0.2054,0.918,507.8,-0.3136,-0.0375,-0.0831,-0.0317,0,-0.0831,-0.0258,False
S2::ref=session/lb=20/fail_within=2/stop=beyond_ext/exit=time/side=high/id=f6ad279ea762,S2,10330,689.0,0.23,-0.0123,-0.1734,0.984,418.9,-0.4934,0.0143,0.0039,-0.055,2,-0.055,0.0132,False
S2::ref=session/lb=20/fail_within=2/stop=beyond_ext/exit=time/side=low/id=79e1cdd08fd6,S2,9539,636.0,0.247,0.0365,-0.1205,1.047,270.9,-0.4562,0.0137,0.0022,0.0935,3,0.0022,0.0986,False
S2::ref=session/lb=20/fail_within=2/stop=atr/exit=rr2/side=high/id=1fd8b42b50a5,S2,9060,604.0,0.345,-0.0298,-0.111,0.955,385.9,-0.1364,0.0213,-0.0334,-0.0772,1,-0.0772,-0.0411,False
S2::ref=session/lb=20/fail_within=2/stop=atr/exit=rr2/side=low/id=3f14c5e3f938,S2,8589,572.0,0.361,0.013,-0.0681,1.02,96.9,-0.0912,0.0032,0.0215,0.0144,3,0.0032,-0.0039,False
S2::ref=session/lb=20/fail_within=2/stop=atr/exit=opp_liq/side=high/id=bc12b5d92aad,S2,9347,623.0,0.462,-0.0531,-0.1357,0.9,531.0,-0.2143,-0.0298,-0.0467,-0.0828,0,-0.0828,-0.0356,False
S2::ref=session/lb=20/fail_within=2/stop=atr/exit=opp_liq/side=low/id=fefae03dba7b,S2,8888,592.0,0.483,-0.0285,-0.1109,0.944,279.1,-0.1815,-0.039,-0.0305,-0.016,0,-0.039,-0.0203,False
S2::ref=session/lb=20/fail_within=2/stop=atr/exit=time/side=high/id=99bddf025452,S2,9415,628.0,0.302,-0.0157,-0.1,0.977,356.8,-0.3293,0.027,-0.0078,-0.0662,1,-0.0662,-0.019,False
S2::ref=session/lb=20/fail_within=2/stop=atr/exit=time/side=low/id=b80f2d954039,S2,8902,593.0,0.312,0.0407,-0.0434,1.06,176.9,-0.2909,0.024,0.0278,0.0703,3,0.024,0.121,False
S2::ref=session/lb=20/fail_within=4/stop=beyond_ext/exit=rr2/side=high/id=125e4d3d904e,S2,12038,802.0,0.339,-0.05,-0.1989,0.927,670.6,-0.1573,-0.0085,-0.0639,-0.0776,0,-0.0776,-0.0317,False
S2::ref=session/lb=20/fail_within=4/stop=beyond_ext/exit=rr2/side=low/id=d8a2567bd1b0,S2,10966,731.0,0.352,-0.0204,-0.1618,0.969,337.6,-0.1264,-0.0114,-0.0291,-0.0208,0,-0.0291,-0.0216,False
S2::ref=session/lb=20/fail_within=4/stop=beyond_ext/exit=opp_liq/side=high/id=48f67a399824,S2,12104,807.0,0.381,-0.0621,-0.2221,0.902,821.8,-0.3453,-0.056,-0.044,-0.0864,0,-0.0864,-0.0389,False
S2::ref=session/lb=20/fail_within=4/stop=beyond_ext/exit=opp_liq/side=low/id=58ee8d588544,S2,11223,748.0,0.403,-0.0493,-0.2003,0.919,602.0,-0.3103,-0.05,-0.0681,-0.0296,0,-0.0681,-0.0133,False
S2::ref=session/lb=20/fail_within=4/stop=beyond_ext/exit=time/side=high/id=02d0d270bf5e,S2,12047,803.0,0.229,-0.0255,-0.1834,0.968,525.0,-0.5003,-0.011,0.02,-0.0857,1,-0.0857,-0.0467,False
S2::ref=session/lb=20/fail_within=4/stop=beyond_ext/exit=time/side=low/id=dc27f0d5f990,S2,11205,747.0,0.251,0.0518,-0.1025,1.068,317.2,-0.4437,0.0472,-0.0019,0.1101,2,-0.0019,0.0901,False
S2::ref=session/lb=20/fail_within=4/stop=atr/exit=rr2/side=high/id=b4c38f9f22a5,S2,10502,700.0,0.346,-0.0297,-0.1104,0.955,400.5,-0.1362,0.0137,-0.0337,-0.069,1,-0.069,-0.0516,False
S2::ref=session/lb=20/fail_within=4/stop=atr/exit=rr2/side=low/id=5568dffc9bb4,S2,10028,668.0,0.359,0.005,-0.0756,1.008,116.1,-0.0997,0.0065,0.0187,-0.01,2,-0.01,-0.0199,False
S2::ref=session/lb=20/fail_within=4/stop=atr/exit=opp_liq/side=high/id=cdbe0bd84ec5,S2,10956,730.0,0.465,-0.056,-0.1382,0.894,646.9,-0.216,-0.0438,-0.0456,-0.0785,0,-0.0785,-0.0412,False
S2::ref=session/lb=20/fail_within=4/stop=atr/exit=opp_liq/side=low/id=0027fb679c27,S2,10498,700.0,0.486,-0.0327,-0.1148,0.935,353.7,-0.1841,-0.0414,-0.0226,-0.0343,0,-0.0414,-0.0345,False
S2::ref=session/lb=20/fail_within=4/stop=atr/exit=time/side=high/id=f99963bb6873,S2,10972,731.0,0.301,-0.0081,-0.0922,0.988,340.1,-0.3276,0.0388,-0.0066,-0.0564,1,-0.0564,-0.0235,False
S2::ref=session/lb=20/fail_within=4/stop=atr/exit=time/side=low/id=bf0669de3f08,S2,10446,696.0,0.312,0.0364,-0.0478,1.054,162.0,-0.2925,0.0325,0.0287,0.048,3,0.0287,0.072,False
S2::ref=session/lb=50/fail_within=2/stop=beyond_ext/exit=rr2/side=high/id=d7495a8b3533,S2,10284,685.0,0.343,-0.0365,-0.1895,0.946,444.8,-0.1432,0.003,-0.0589,-0.0535,1,-0.0589,0.0,False
S2::ref=session/lb=50/fail_within=2/stop=beyond_ext/exit=rr2/side=low/id=264db99292c2,S2,9346,623.0,0.349,-0.0251,-0.1691,0.962,318.2,-0.1313,-0.0031,-0.0454,-0.0267,0,-0.0454,-0.0151,False
S2::ref=session/lb=50/fail_within=2/stop=beyond_ext/exit=opp_liq/side=high/id=77054ae0bf8c,S2,10279,685.0,0.377,-0.0412,-0.2025,0.935,530.4,-0.3334,-0.0276,-0.0593,-0.0369,0,-0.0593,0.029,False
S2::ref=session/lb=50/fail_within=2/stop=beyond_ext/exit=opp_liq/side=low/id=45ec1f080ba7,S2,9493,633.0,0.395,-0.0507,-0.2054,0.918,507.8,-0.3136,-0.0375,-0.0831,-0.0317,0,-0.0831,-0.0258,False
S2::ref=session/lb=50/fail_within=2/stop=beyond_ext/exit=time/side=high/id=1ce881d1eb18,S2,10330,689.0,0.23,-0.0123,-0.1734,0.984,418.9,-0.4934,0.0143,0.0039,-0.055,2,-0.055,0.0132,False
S2::ref=session/lb=50/fail_within=2/stop=beyond_ext/exit=time/side=low/id=28900a48f1ad,S2,9539,636.0,0.247,0.0365,-0.1205,1.047,270.9,-0.4562,0.0137,0.0022,0.0935,3,0.0022,0.0986,False
S2::ref=session/lb=50/fail_within=2/stop=atr/exit=rr2/side=high/id=8ff52c30a641,S2,9060,604.0,0.345,-0.0298,-0.111,0.955,385.9,-0.1364,0.0213,-0.0334,-0.0772,1,-0.0772,-0.0411,False
S2::ref=session/lb=50/fail_within=2/stop=atr/exit=rr2/side=low/id=2d3321dc9be5,S2,8589,572.0,0.361,0.013,-0.0681,1.02,96.9,-0.0912,0.0032,0.0215,0.0144,3,0.0032,-0.0039,False
S2::ref=session/lb=50/fail_within=2/stop=atr/exit=opp_liq/side=high/id=1bb68f4fe51c,S2,9347,623.0,0.462,-0.0531,-0.1357,0.9,531.0,-0.2143,-0.0298,-0.0467,-0.0828,0,-0.0828,-0.0356,False
S2::ref=session/lb=50/fail_within=2/stop=atr/exit=opp_liq/side=low/id=70ebf0bf86f1,S2,8888,592.0,0.483,-0.0285,-0.1109,0.944,279.1,-0.1815,-0.039,-0.0305,-0.016,0,-0.039,-0.0203,False
S2::ref=session/lb=50/fail_within=2/stop=atr/exit=time/side=high/id=c5904aeb3caf,S2,9415,628.0,0.302,-0.0157,-0.1,0.977,356.8,-0.3293,0.027,-0.0078,-0.0662,1,-0.0662,-0.019,False
S2::ref=session/lb=50/fail_within=2/stop=atr/exit=time/side=low/id=54590e7de903,S2,8902,593.0,0.312,0.0407,-0.0434,1.06,176.9,-0.2909,0.024,0.0278,0.0703,3,0.024,0.121,False
S2::ref=session/lb=50/fail_within=4/stop=beyond_ext/exit=rr2/side=high/id=cbb601d42fec,S2,12038,802.0,0.339,-0.05,-0.1989,0.927,670.6,-0.1573,-0.0085,-0.0639,-0.0776,0,-0.0776,-0.0317,False
S2::ref=session/lb=50/fail_within=4/stop=beyond_ext/exit=rr2/side=low/id=4c217b5c200e,S2,10966,731.0,0.352,-0.0204,-0.1618,0.969,337.6,-0.1264,-0.0114,-0.0291,-0.0208,0,-0.0291,-0.0216,False
S2::ref=session/lb=50/fail_within=4/stop=beyond_ext/exit=opp_liq/side=high/id=c31a00bae3d6,S2,12104,807.0,0.381,-0.0621,-0.2221,0.902,821.8,-0.3453,-0.056,-0.044,-0.0864,0,-0.0864,-0.0389,False
S2::ref=session/lb=50/fail_within=4/stop=beyond_ext/exit=opp_liq/side=low/id=818a75d307b9,S2,11223,748.0,0.403,-0.0493,-0.2003,0.919,602.0,-0.3103,-0.05,-0.0681,-0.0296,0,-0.0681,-0.0133,False
S2::ref=session/lb=50/fail_within=4/stop=beyond_ext/exit=time/side=high/id=b40ad4682e4b,S2,12047,803.0,0.229,-0.0255,-0.1834,0.968,525.0,-0.5003,-0.011,0.02,-0.0857,1,-0.0857,-0.0467,False
S2::ref=session/lb=50/fail_within=4/stop=beyond_ext/exit=time/side=low/id=155777aa7fd5,S2,11205,747.0,0.251,0.0518,-0.1025,1.068,317.2,-0.4437,0.0472,-0.0019,0.1101,2,-0.0019,0.0901,False
S2::ref=session/lb=50/fail_within=4/stop=atr/exit=rr2/side=high/id=c122643afd54,S2,10502,700.0,0.346,-0.0297,-0.1104,0.955,400.5,-0.1362,0.0137,-0.0337,-0.069,1,-0.069,-0.0516,False
S2::ref=session/lb=50/fail_within=4/stop=atr/exit=rr2/side=low/id=940b81b5ed41,S2,10028,668.0,0.359,0.005,-0.0756,1.008,116.1,-0.0997,0.0065,0.0187,-0.01,2,-0.01,-0.0199,False
S2::ref=session/lb=50/fail_within=4/stop=atr/exit=opp_liq/side=high/id=9c2f713aba58,S2,10956,730.0,0.465,-0.056,-0.1382,0.894,646.9,-0.216,-0.0438,-0.0456,-0.0785,0,-0.0785,-0.0412,False
S2::ref=session/lb=50/fail_within=4/stop=atr/exit=opp_liq/side=low/id=4c29b3a71c60,S2,10498,700.0,0.486,-0.0327,-0.1148,0.935,353.7,-0.1841,-0.0414,-0.0226,-0.0343,0,-0.0414,-0.0345,False
S2::ref=session/lb=50/fail_within=4/stop=atr/exit=time/side=high/id=9db5be61513f,S2,10972,731.0,0.301,-0.0081,-0.0922,0.988,340.1,-0.3276,0.0388,-0.0066,-0.0564,1,-0.0564,-0.0235,False
S2::ref=session/lb=50/fail_within=4/stop=atr/exit=time/side=low/id=2aba0127705d,S2,10446,696.0,0.312,0.0364,-0.0478,1.054,162.0,-0.2925,0.0325,0.0287,0.048,3,0.0287,0.072,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=beyond_ext/exit=rr2/side=high/id=d66ee9649240,S2,576,38.0,0.385,0.0345,-0.0169,1.058,38.6,-0.0658,0.0917,0.0543,-0.0424,2,-0.0424,-0.0395,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=beyond_ext/exit=rr2/side=low/id=cef4f78a7524,S2,459,31.0,0.392,0.0281,-0.022,1.048,18.3,-0.0711,0.0063,0.1352,-0.0572,2,-0.0572,-0.0267,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=beyond_ext/exit=opp_liq/side=high/id=b2e8b6b27112,S2,560,37.0,0.282,0.0356,-0.0155,1.051,53.3,-0.3598,0.0138,0.0622,0.0309,3,0.0138,-0.0283,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=beyond_ext/exit=opp_liq/side=low/id=c6d7270a23ff,S2,455,30.0,0.31,0.0775,0.0275,1.115,24.1,-0.2498,0.0259,0.1145,0.0921,3,0.0259,0.1472,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=beyond_ext/exit=time/side=high/id=f7395b8caefd,S2,591,39.0,0.32,0.0806,0.0288,1.128,46.7,-0.313,-0.0177,0.1182,0.1412,2,-0.0177,0.0196,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=beyond_ext/exit=time/side=low/id=f5984e2303b4,S2,470,31.0,0.366,0.0419,-0.0098,1.07,23.2,-0.2374,-0.0078,0.1695,-0.0364,1,-0.0364,0.0247,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=atr/exit=rr2/side=high/id=8205e7935be6,S2,595,40.0,0.368,0.0318,-0.01,1.051,34.2,-0.0689,0.1096,0.003,-0.0175,2,-0.0175,-0.0128,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=atr/exit=rr2/side=low/id=40a42044131b,S2,459,31.0,0.375,0.027,-0.0132,1.044,28.5,-0.0722,0.0877,0.0912,-0.0979,2,-0.0979,-0.0528,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=atr/exit=opp_liq/side=high/id=4e628b13d377,S2,578,39.0,0.256,-0.0154,-0.0575,0.979,63.8,-0.3655,-0.0355,0.0099,-0.0207,1,-0.0355,-0.0258,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=atr/exit=opp_liq/side=low/id=7d2520719a9d,S2,455,30.0,0.301,0.1379,0.0978,1.201,17.4,-0.1725,0.0709,0.2217,0.1211,3,0.0709,0.1447,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=atr/exit=time/side=high/id=fbc13b627bbd,S2,597,40.0,0.32,0.0371,-0.0048,1.057,44.1,-0.2933,0.0485,0.0594,0.0034,3,0.0034,-0.0163,False
S2::ref=pdh_pdl/lb=20/fail_within=2/stop=atr/exit=time/side=low/id=df6f1accc00a,S2,466,31.0,0.367,0.0715,0.0309,1.119,23.6,-0.1811,0.0524,0.1262,0.0359,3,0.0359,0.0422,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=beyond_ext/exit=rr2/side=high/id=0aa593e64297,S2,585,39.0,0.39,0.0509,-0.0017,1.086,31.2,-0.0506,0.0734,0.0603,0.0188,3,0.0188,0.0108,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=beyond_ext/exit=rr2/side=low/id=907832f8c193,S2,474,32.0,0.39,0.0247,-0.0276,1.042,28.1,-0.0759,0.0533,0.15,-0.1293,2,-0.1293,-0.0702,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=beyond_ext/exit=opp_liq/side=high/id=64d7483bfe59,S2,565,38.0,0.281,0.0535,0.0013,1.077,49.0,-0.3482,0.0024,0.0554,0.1028,3,0.0024,0.0336,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=beyond_ext/exit=opp_liq/side=low/id=3c6205de6c7d,S2,470,31.0,0.3,0.0152,-0.0364,1.022,26.7,-0.291,-0.0031,0.0673,-0.0189,1,-0.0189,0.0052,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=beyond_ext/exit=time/side=high/id=a86cdb493470,S2,597,40.0,0.322,0.094,0.041,1.149,40.8,-0.2994,-0.0163,0.1571,0.1413,2,-0.0163,0.0573,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=beyond_ext/exit=time/side=low/id=3645fa1230ab,S2,487,32.0,0.361,0.0053,-0.0484,1.009,29.2,-0.258,0.0067,0.1197,-0.1104,2,-0.1104,-0.0737,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=atr/exit=rr2/side=high/id=af6261f54e40,S2,592,39.0,0.367,0.0273,-0.0149,1.044,35.8,-0.0746,0.0748,0.0486,-0.0418,2,-0.0418,-0.0352,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=atr/exit=rr2/side=low/id=959581cbcdb3,S2,466,31.0,0.371,0.0205,-0.0204,1.033,36.4,-0.0822,0.1103,0.0992,-0.1486,2,-0.1486,-0.092,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=atr/exit=opp_liq/side=high/id=7dce2d7bbb00,S2,573,38.0,0.26,0.0148,-0.0276,1.021,59.1,-0.3467,0.0222,0.0638,-0.0415,2,-0.0415,-0.0184,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=atr/exit=opp_liq/side=low/id=ffb287e7a04c,S2,462,31.0,0.299,0.1405,0.0997,1.204,21.4,-0.1841,0.0782,0.2346,0.1086,3,0.0782,0.1227,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=atr/exit=time/side=high/id=5c58eacbc89f,S2,595,40.0,0.328,0.0735,0.0312,1.114,43.9,-0.2652,0.0838,0.12,0.0167,3,0.0167,-0.0071,False
S2::ref=pdh_pdl/lb=20/fail_within=4/stop=atr/exit=time/side=low/id=a53441048c3c,S2,474,32.0,0.369,0.0851,0.0439,1.142,27.2,-0.1718,0.0475,0.1581,0.0498,3,0.0475,0.05,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=beyond_ext/exit=rr2/side=high/id=0a2b8acae3ca,S2,576,38.0,0.385,0.0345,-0.0169,1.058,38.6,-0.0658,0.0917,0.0543,-0.0424,2,-0.0424,-0.0395,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=beyond_ext/exit=rr2/side=low/id=ed0e57aa037c,S2,459,31.0,0.392,0.0281,-0.022,1.048,18.3,-0.0711,0.0063,0.1352,-0.0572,2,-0.0572,-0.0267,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=beyond_ext/exit=opp_liq/side=high/id=4bd88881ad5c,S2,560,37.0,0.282,0.0356,-0.0155,1.051,53.3,-0.3598,0.0138,0.0622,0.0309,3,0.0138,-0.0283,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=beyond_ext/exit=opp_liq/side=low/id=35b612de056c,S2,455,30.0,0.31,0.0775,0.0275,1.115,24.1,-0.2498,0.0259,0.1145,0.0921,3,0.0259,0.1472,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=beyond_ext/exit=time/side=high/id=90f5e096c63d,S2,591,39.0,0.32,0.0806,0.0288,1.128,46.7,-0.313,-0.0177,0.1182,0.1412,2,-0.0177,0.0196,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=beyond_ext/exit=time/side=low/id=6054d6e33a37,S2,470,31.0,0.366,0.0419,-0.0098,1.07,23.2,-0.2374,-0.0078,0.1695,-0.0364,1,-0.0364,0.0247,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=atr/exit=rr2/side=high/id=89ff84aa0e19,S2,595,40.0,0.368,0.0318,-0.01,1.051,34.2,-0.0689,0.1096,0.003,-0.0175,2,-0.0175,-0.0128,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=atr/exit=rr2/side=low/id=5308fb18dc40,S2,459,31.0,0.375,0.027,-0.0132,1.044,28.5,-0.0722,0.0877,0.0912,-0.0979,2,-0.0979,-0.0528,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=atr/exit=opp_liq/side=high/id=500a977a5b62,S2,578,39.0,0.256,-0.0154,-0.0575,0.979,63.8,-0.3655,-0.0355,0.0099,-0.0207,1,-0.0355,-0.0258,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=atr/exit=opp_liq/side=low/id=136fbbbf3bab,S2,455,30.0,0.301,0.1379,0.0978,1.201,17.4,-0.1725,0.0709,0.2217,0.1211,3,0.0709,0.1447,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=atr/exit=time/side=high/id=9475f61cd2e8,S2,597,40.0,0.32,0.0371,-0.0048,1.057,44.1,-0.2933,0.0485,0.0594,0.0034,3,0.0034,-0.0163,False
S2::ref=pdh_pdl/lb=50/fail_within=2/stop=atr/exit=time/side=low/id=4564e73c166e,S2,466,31.0,0.367,0.0715,0.0309,1.119,23.6,-0.1811,0.0524,0.1262,0.0359,3,0.0359,0.0422,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=beyond_ext/exit=rr2/side=high/id=ddc144f8c8a6,S2,585,39.0,0.39,0.0509,-0.0017,1.086,31.2,-0.0506,0.0734,0.0603,0.0188,3,0.0188,0.0108,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=beyond_ext/exit=rr2/side=low/id=abfc7d378256,S2,474,32.0,0.39,0.0247,-0.0276,1.042,28.1,-0.0759,0.0533,0.15,-0.1293,2,-0.1293,-0.0702,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=beyond_ext/exit=opp_liq/side=high/id=4c0c3fe3998a,S2,565,38.0,0.281,0.0535,0.0013,1.077,49.0,-0.3482,0.0024,0.0554,0.1028,3,0.0024,0.0336,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=beyond_ext/exit=opp_liq/side=low/id=b3b39aceb972,S2,470,31.0,0.3,0.0152,-0.0364,1.022,26.7,-0.291,-0.0031,0.0673,-0.0189,1,-0.0189,0.0052,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=beyond_ext/exit=time/side=high/id=6e5e45f0018e,S2,597,40.0,0.322,0.094,0.041,1.149,40.8,-0.2994,-0.0163,0.1571,0.1413,2,-0.0163,0.0573,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=beyond_ext/exit=time/side=low/id=428bf7ef6735,S2,487,32.0,0.361,0.0053,-0.0484,1.009,29.2,-0.258,0.0067,0.1197,-0.1104,2,-0.1104,-0.0737,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=atr/exit=rr2/side=high/id=e2dffbf8c800,S2,592,39.0,0.367,0.0273,-0.0149,1.044,35.8,-0.0746,0.0748,0.0486,-0.0418,2,-0.0418,-0.0352,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=atr/exit=rr2/side=low/id=97ad21c3d9b8,S2,466,31.0,0.371,0.0205,-0.0204,1.033,36.4,-0.0822,0.1103,0.0992,-0.1486,2,-0.1486,-0.092,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=atr/exit=opp_liq/side=high/id=a3506630abdc,S2,573,38.0,0.26,0.0148,-0.0276,1.021,59.1,-0.3467,0.0222,0.0638,-0.0415,2,-0.0415,-0.0184,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=atr/exit=opp_liq/side=low/id=2ca2380a8cfd,S2,462,31.0,0.299,0.1405,0.0997,1.204,21.4,-0.1841,0.0782,0.2346,0.1086,3,0.0782,0.1227,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=atr/exit=time/side=high/id=93d6027e0a42,S2,595,40.0,0.328,0.0735,0.0312,1.114,43.9,-0.2652,0.0838,0.12,0.0167,3,0.0167,-0.0071,False
S2::ref=pdh_pdl/lb=50/fail_within=4/stop=atr/exit=time/side=low/id=92481423c6b8,S2,474,32.0,0.369,0.0851,0.0439,1.142,27.2,-0.1718,0.0475,0.1581,0.0498,3,0.0475,0.05,False
S3::ref=swing/lb=20/retest_within=4/stop=beyond_level/exit=rr2/side=up/id=7aafa506c507,S3,12092,806.0,0.56,0.1352,-0.237,1.263,43.5,0.0384,0.0906,0.12,0.195,3,0.0906,0.2256,False
S3::ref=swing/lb=20/retest_within=4/stop=beyond_level/exit=rr2/side=down/id=37a51a4fd454,S3,10725,715.0,0.572,0.1537,-0.2161,1.307,35.7,0.058,0.1237,0.128,0.2095,3,0.1237,0.2548,False
S3::ref=swing/lb=20/retest_within=4/stop=beyond_level/exit=rr3/side=up/id=c240722ca69c,S3,11705,780.0,0.537,0.1856,-0.1884,1.344,31.1,0.0392,0.1473,0.1644,0.245,3,0.1473,0.2966,False
S3::ref=swing/lb=20/retest_within=4/stop=beyond_level/exit=rr3/side=down/id=47df11855291,S3,10472,698.0,0.551,0.2063,-0.1656,1.394,28.6,0.0612,0.1852,0.1801,0.2536,3,0.1801,0.3047,False
S3::ref=swing/lb=20/retest_within=4/stop=beyond_level/exit=trailing/side=up/id=d280297b28ac,S3,11980,798.0,0.515,0.2387,-0.2185,1.457,46.4,-0.1203,0.2019,0.2098,0.3045,3,0.2019,0.3546,False
S3::ref=swing/lb=20/retest_within=4/stop=beyond_level/exit=trailing/side=down/id=52e41a3b3ca4,S3,10806,720.0,0.533,0.2603,-0.1885,1.518,36.6,-0.0795,0.2995,0.1849,0.2966,3,0.1849,0.3944,False
S3::ref=swing/lb=20/retest_within=4/stop=atr/exit=rr2/side=up/id=cb2c27f2f51b,S3,8218,548.0,0.348,-0.0185,-0.1007,0.972,317.1,-0.1243,-0.0813,-0.0083,0.0342,1,-0.0813,0.0753,False
S3::ref=swing/lb=20/retest_within=4/stop=atr/exit=rr2/side=down/id=f869192c0bb7,S3,7710,514.0,0.333,-0.0535,-0.1358,0.92,461.1,-0.1614,-0.0504,-0.062,-0.0482,0,-0.062,-0.0195,False
S3::ref=swing/lb=20/retest_within=4/stop=atr/exit=rr3/side=up/id=cccf6cb80f6f,S3,7242,483.0,0.288,-0.0044,-0.0869,0.994,296.4,-0.1622,-0.1017,0.014,0.0744,2,-0.1017,0.1253,False
S3::ref=swing/lb=20/retest_within=4/stop=atr/exit=rr3/side=down/id=04daa102ad9a,S3,6845,456.0,0.273,-0.0501,-0.1328,0.931,482.4,-0.2101,-0.034,-0.0955,-0.0208,0,-0.0955,0.0421,False
S3::ref=swing/lb=20/retest_within=4/stop=atr/exit=trailing/side=up/id=9eb6032384d1,S3,10098,673.0,0.317,-0.1872,-0.2708,0.525,1897.1,-0.2968,-0.1989,-0.1958,-0.1669,0,-0.1989,-0.1478,False
S3::ref=swing/lb=20/retest_within=4/stop=atr/exit=trailing/side=down/id=65aba44041cd,S3,9478,632.0,0.31,-0.1955,-0.2785,0.501,1855.2,-0.3042,-0.1942,-0.2023,-0.19,0,-0.2023,-0.1838,False
S3::ref=swing/lb=20/retest_within=8/stop=beyond_level/exit=rr2/side=up/id=e28762b9e858,S3,13112,874.0,0.556,0.1264,-0.2493,1.243,50.7,0.0291,0.0906,0.1087,0.1799,3,0.0906,0.2039,False
S3::ref=swing/lb=20/retest_within=8/stop=beyond_level/exit=rr2/side=down/id=981374849da6,S3,11658,777.0,0.566,0.1448,-0.2263,1.285,39.6,0.0487,0.119,0.1157,0.1996,3,0.1157,0.2538,False
S3::ref=swing/lb=20/retest_within=8/stop=beyond_level/exit=rr3/side=up/id=069624599069,S3,12680,845.0,0.532,0.1773,-0.1996,1.325,31.9,0.0305,0.1475,0.1516,0.2329,3,0.1475,0.2759,False
S3::ref=swing/lb=20/retest_within=8/stop=beyond_level/exit=rr3/side=down/id=dc9404c81aeb,S3,11373,758.0,0.544,0.1969,-0.1768,1.37,31.5,0.0513,0.177,0.1711,0.2428,3,0.1711,0.299,False
S3::ref=swing/lb=20/retest_within=8/stop=beyond_level/exit=trailing/side=up/id=447dacbf6e4e,S3,13022,868.0,0.508,0.2295,-0.2304,1.433,52.2,-0.1359,0.1912,0.2128,0.2845,3,0.1912,0.3271,False
S3::ref=swing/lb=20/retest_within=8/stop=beyond_level/exit=trailing/side=down/id=32f8c8c2ac9d,S3,11767,784.0,0.525,0.2579,-0.1935,1.505,41.1,-0.0949,0.3236,0.1745,0.2756,3,0.1745,0.3708,False
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=rr2/side=up/id=89ff6845a26d,S3,8776,585.0,0.347,-0.0198,-0.1018,0.97,340.4,-0.1257,-0.0817,-0.006,0.0284,1,-0.0817,0.0692,False
S3::ref=swing/lb=20/retest_within=8/stop=atr/exit=rr2/side=down/id=bbf65f4615d6,S3,8237,549.0,0.333,-0.0538,-0.1355,0.919,492.1,-0.1615,-0.0486,-0.071,-0.0418,0,-0.071,-0.0051,False
