object,family,mechanism,feature,n_bins,omni_p,best_pos_bin,best_pos_exp,best_pos_N,best_pos_days,best_pos_lift,best_pos_z,pooled_exp,rank,bh_thresh,fdr_sig
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f027,5,0.23403440020146382,,,0,0,,,-0.3255470396563592,1351,0.013053140096618357,False
SESS_B,SESS_B,M06_SESSION_TIME,f030,5,0.23413117137017325,,,0,0,,,-0.3656137311760934,1352,0.01306280193236715,False
SESS_A,SESS_A,M06_SESSION_TIME,f041,5,0.2356875628281485,4.0,0.08349353590983319,721,721,0.09429435532259917,1.9282653057325392,0.009844862393366436,1353,0.013072463768115942,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f040,5,0.23584672791464367,,,0,0,,,-0.07335208704947947,1354,0.013082125603864734,False
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f008,5,0.23587577613432775,1.0,0.1180221421910197,67,65,0.16489492633602046,1.654906672924355,-0.022855479656928215,1355,0.013091787439613527,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f020,5,0.23697701091316192,,,0,0,,,-0.14407963683864652,1356,0.013101449275362321,False
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f035,5,0.23746146129712375,,,0,0,,,-0.3737354389272471,1357,0.013111111111111113,False
S6::7199b701458a,S6,M06_SESSION_TIME,f026,3,0.23761101606882562,,,0,0,,,-0.5031640871587263,1358,0.013120772946859906,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f013,5,0.23787873755001465,,,0,0,,,-0.07835108961063955,1359,0.013130434782608696,False
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f043,5,0.23960987608734774,0.0,0.07071177480964,119,119,0.265061846271881,1.9780596731191755,-0.15406608716293854,1360,0.013140096618357489,False
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f004,5,0.2398745732952845,,,0,0,,,-0.6026326920420786,1361,0.013149758454106281,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f003,5,0.24066374378618471,,,0,0,,,-0.24240894300199123,1362,0.013159420289855074,False
SESS_D,SESS_D,M06_SESSION_TIME,f002,5,0.24099467410567232,1.0,0.01010042377473162,440,440,0.043710410195644325,0.6945814474186798,-0.0267017319359689,1363,0.013169082125603866,False
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f040,5,0.24114987682477107,,,0,0,,,-0.3255470396563592,1364,0.013178743961352657,False
S20::3a706309724e,S20,M21_META_ROUTER,f024,2,0.24234045900296053,,,0,0,,,-0.062153001502173844,1365,0.01318840579710145,False
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f020,5,0.24239726021902497,,,0,0,,,-0.19540252563132476,1366,0.013198067632850242,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f041,5,0.24352717071591368,,,0,0,,,-0.2084882388941829,1367,0.013207729468599034,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f022,5,0.243859255252179,,,0,0,,,-0.2196943442096486,1368,0.013217391304347827,False
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f020,5,0.24409006616627593,,,0,0,,,-0.17687497367340774,1369,0.013227053140096617,False
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f038,5,0.2444510090712826,,,0,0,,,-0.1757948604079745,1370,0.01323671497584541,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f028,5,0.24472251393455546,,,0,0,,,-0.1740521879042388,1371,0.013246376811594202,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f030,5,0.2450153804624089,,,0,0,,,-0.26565881262113494,1372,0.013256038647342996,False
SESS_B,SESS_B,M06_SESSION_TIME,f001,5,0.24518634611627288,,,0,0,,,-0.3656137311760934,1373,0.013265700483091789,False
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f044,5,0.24524014720113008,,,0,0,,,-0.15729102688266258,1374,0.013275362318840581,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f043,5,0.24578276826555667,3.0,0.053011937768868776,444,389,0.1464994663786512,1.9672312778327343,-0.06732270034263796,1375,0.013285024154589374,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f028,5,0.24648048458639327,3.0,0.2136754842075192,80,71,0.31550607594081137,1.9660217615378321,-0.02144687811779879,1376,0.013294685990338166,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f034,3,0.24658561078300156,,,0,0,,,-0.5128074236968724,1377,0.013304347826086957,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f019,12,0.2475182580912456,6.0,0.10674143901936121,160,112,0.22462267027717742,2.3147517566805136,-0.10211823685240022,1378,0.01331400966183575,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f032,5,0.247774503628575,,,0,0,,,-0.26565881262113494,1379,0.013323671497584542,False
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f003,5,0.2483933200879096,,,0,0,,,-0.18525611422496036,1380,0.013333333333333334,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f023,5,0.24901206477509819,2.0,0.03430382891019342,261,195,0.15405760769624247,1.9616571570643713,-0.10211823685240022,1381,0.013342995169082127,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f013,5,0.2494068627241508,,,0,0,,,-0.14407963683864652,1382,0.013352657004830917,False
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f012,5,0.24981802616768856,,,0,0,,,-0.2797389306514087,1383,0.01336231884057971,False
S6::7199b701458a,S6,M06_SESSION_TIME,f014,4,0.24986828490310575,,,0,0,,,-0.5031640871587263,1384,0.013371980676328502,False
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f041,5,0.2514914776568977,4.0,0.09015908287948882,34,34,0.2708330128242524,1.2847089569383474,-0.1792331034018087,1385,0.013381642512077295,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f042,5,0.2516553483110928,,,0,0,,,-0.15124934773689036,1386,0.013391304347826087,False
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f009,5,0.2518482536429967,0.0,0.20703101904055204,55,55,0.3883777941721609,1.956811362115963,-0.15406608716293854,1387,0.013400966183574881,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f033,5,0.2521177522816509,,,0,0,,,-0.1509808226383693,1388,0.013410628019323674,False
SESS_D,SESS_D,M06_SESSION_TIME,f031,2,0.25237312245131616,1.0,0.0039968452496481465,961,961,0.04688142560875365,1.1010485892556494,-0.0267017319359689,1389,0.013420289855072466,False
SESS_C,SESS_C,M06_SESSION_TIME,f034,3,0.2537942563049258,,,0,0,,,-0.2791331001590712,1390,0.013429951690821257,False
S12::061854e10b15,S12,M12_RANGE_ROTATION,f013,5,0.2538451585037105,,,0,0,,,-0.24240894300199123,1391,0.01343961352657005,False
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f024,2,0.25523584556284007,,,0,0,,,-0.2797389306514087,1392,0.013449275362318842,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f007,5,0.25528085561676184,,,0,0,,,-0.3144243577251478,1393,0.013458937198067634,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f031,2,0.25553170669778424,,,0,0,,,-0.06732270034263796,1394,0.013468599033816427,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f022,5,0.2557692018911639,0.0,0.18016491948629035,106,96,0.1905052587298344,1.3775568232503514,0.002918726695630246,1395,0.013478260869565217,False
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f036,5,0.2570496858015747,,,0,0,,,-0.22595369055072162,1396,0.01348792270531401,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f046,1,0.2582306293219685,,,0,0,,,-0.02144687811779879,1397,0.013497584541062802,False
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f020,3,0.25831426566720506,1.0,0.12811010928940456,41,31,0.24302900650499493,1.0360946014990067,-0.08416522663934102,1398,0.013507246376811595,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f032,5,0.2586334441919169,4.0,0.18101331770008558,59,51,0.24930392739927723,1.3115023582579413,-0.02144687811779879,1399,0.013516908212560387,False
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f011,33,0.2588736858294023,40.0,0.1956527838893694,32,31,0.5888180789359945,2.2161553447561806,-0.391199701626434,1400,0.013526570048309178,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f044,5,0.26025088982349676,,,0,0,,,-0.3144243577251478,1401,0.01353623188405797,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f017,24,0.2612011413895914,,,0,0,,,-0.2084882388941829,1402,0.013545893719806763,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f034,3,0.2612634101157507,,,0,0,,,-0.27062340875942975,1403,0.013555555555555557,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f019,12,0.2613725568166121,0.0,0.02934559000033816,185,133,0.2605025863923625,2.29416459047161,-0.20573875879572312,1404,0.01356521739130435,False
HTF_RANGE_FADE,HTF_RANGE_FADE,M12_RANGE_ROTATION,f027,5,0.2625567704674747,,,0,0,,,-0.1462639811616175,1405,0.013574879227053142,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f035,3,0.2625968902492035,3.0,0.0710644432879965,362,223,0.12659119487231085,1.708561006756783,0.0036035871818489063,1406,0.013584541062801934,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f044,5,0.26272937284699927,,,0,0,,,-0.1509808226383693,1407,0.013594202898550727,False
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f024,2,0.26337701920235634,,,0,0,,,-0.1791938310904777,1408,0.013603864734299517,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f016,5,0.26338321602375814,1.0,0.0594542645150473,70,69,0.13997015995800238,0.830647350617852,-0.07835108961063955,1409,0.01361352657004831,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f040,5,0.26359218489207414,4.0,0.22259244498893854,128,120,0.2623127740347673,1.9372201596159027,0.0036035871818489063,1410,0.013623188405797102,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f006,5,0.2636561774519164,,,0,0,,,-0.16428795833193302,1411,0.013632850241545895,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f009,5,0.2638535286198651,0.0,0.014208466464003953,585,321,0.10629904866628687,1.9367925602295575,-0.07835108961063955,1412,0.013642512077294687,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f010,5,0.2638641196638647,,,0,0,,,-0.23235864181773025,1413,0.013652173913043478,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f007,5,0.2653279589843782,,,0,0,,,-0.2196943442096486,1414,0.01366183574879227,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f038,5,0.26539488617144724,,,0,0,,,-0.16257469442432315,1415,0.013671497584541063,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f038,5,0.26545499714070386,,,0,0,,,-0.2196943442096486,1416,0.013681159420289855,False
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f011,48,0.2659348869454732,44.0,0.004515639486526378,110,110,0.215924649587625,1.5929688784685236,-0.2084882388941829,1417,0.013690821256038647,False
SESS_B,SESS_B,M06_SESSION_TIME,f004,5,0.26657312594723925,,,0,0,,,-0.3656137311760934,1418,0.013700483091787442,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f036,5,0.2666565979089408,0.0,0.0004845495450459879,926,853,0.04514407302458665,1.4314018065717333,-0.03691241235634437,1419,0.013710144927536234,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f020,5,0.26668584973579934,0.0,0.11535458604559987,106,106,0.2767396940416874,1.9321809959828842,-0.12392098594191271,1420,0.013719806763285027,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f040,5,0.2682976723610886,,,0,0,,,-0.3144243577251478,1421,0.013729468599033817,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f044,5,0.26857693016802964,,,0,0,,,-0.16428795833193302,1422,0.01373913043478261,False
SESS_C,SESS_C,M06_SESSION_TIME,f014,5,0.268751111614145,,,0,0,,,-0.2791331001590712,1423,0.013748792270531402,False
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f009,4,0.2691064547801094,1.0,0.25443420013726514,84,68,0.2813223227792295,1.8298216407909638,0.0036035871818489063,1424,0.013758454106280195,False
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f001,5,0.2691350154882466,,,0,0,,,-0.3737354389272471,1425,0.013768115942028987,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f017,24,0.2696979140534914,3.0,0.0380075709895541,203,203,0.13550341942726069,1.402966516315718,-0.09395247678451399,1426,0.013777777777777778,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f006,5,0.27096612147933796,2.0,0.002286226876023534,860,683,0.046630480003936776,1.2952918921640815,-0.03691241235634437,1427,0.01378743961352657,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f024,2,0.27147751993916813,,,0,0,,,-0.23235864181773025,1428,0.013797101449275363,False
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f010,5,0.2718785792122669,,,0,0,,,-0.6253044035935208,1429,0.013806763285024155,False
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f020,5,0.27236849340315894,,,0,0,,,-0.16257469442432315,1430,0.013816425120772947,False
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f034,3,0.2730760473000384,4.0,0.06932315581601498,101,95,0.2230055422221316,1.6900136193829247,-0.08416522663934102,1431,0.013826086956521738,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f019,12,0.27324681784856786,2.0,0.05917395996894431,448,322,0.1047861893830351,2.2772622772891027,-0.03691241235634437,1432,0.01383574879227053,False
S30::282a94fa23d8,S30,M06_SESSION_TIME,f033,5,0.27372209060318786,,,0,0,,,-0.146454009554978,1433,0.013845410628019323,False
SESS_C,SESS_C,M06_SESSION_TIME,f008,5,0.27489580233049926,,,0,0,,,-0.2791331001590712,1434,0.013855072463768117,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f039,4,0.2750518425491517,,,0,0,,,-0.1509808226383693,1435,0.01386473429951691,False
S19::762b6018f2c5,S19,M15_GAP,f044,1,0.2751958657070701,,,0,0,,,-0.2669320577565558,1436,0.013874396135265702,False
S30::282a94fa23d8,S30,M06_SESSION_TIME,f009,5,0.2753476385539866,,,0,0,,,-0.146454009554978,1437,0.013884057971014495,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f046,2,0.2760361813250638,,,0,0,,,-0.03691241235634437,1438,0.013893719806763287,False
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f006,5,0.2764713720999945,,,0,0,,,-0.19540252563132476,1439,0.013903381642512078,False
S6::a461ec93f607,S6,M06_SESSION_TIME,f035,5,0.2767670882159967,,,0,0,,,-0.5128074236968724,1440,0.01391304347826087,False
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f026,4,0.2777137796190239,3.0,0.07823187094120082,85,80,0.28923106417664823,1.8156215542709253,-0.18525611422496036,1441,0.013922705314009663,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f009,5,0.27801045073448605,4.0,0.028244401082077375,113,84,0.13716050507180844,1.0244863786465241,-0.10211823685240022,1442,0.013932367149758455,False
S5::15be26301532,S5,M05_OPENING_RANGE,f043,4,0.2783884237188152,2.0,0.01922824122325617,629,624,0.0710796336402913,1.2954108188288906,-0.03342225409892166,1443,0.013942028985507247,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f036,5,0.27890971885713656,,,0,0,,,-0.2196943442096486,1444,0.013951690821256038,False
SESS_C,SESS_C,M06_SESSION_TIME,f035,5,0.2799165301854467,,,0,0,,,-0.2791331001590712,1445,0.01396135265700483,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f002,5,0.28028959999562897,,,0,0,,,-0.1740521879042388,1446,0.013971014492753623,False
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f026,5,0.2815863106885763,,,0,0,,,-0.18214022583580294,1447,0.013980676328502415,False
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f036,5,0.28162602355476074,,,0,0,,,-0.14407963683864652,1448,0.013990338164251208,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f046,2,0.28194510326457367,,,0,0,,,-0.20573875879572312,1449,0.014000000000000002,False
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f040,5,0.28245523421058794,0.0,0.06570894391986576,46,45,0.17467349374526256,0.7946213057714738,-0.08416522663934102,1450,0.014009661835748794,False
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f004,5,0.2834391959656446,,,0,0,,,-0.3255470396563592,1451,0.014019323671497587,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f024,2,0.2839817121938335,1.0,0.010325575247239782,304,240,0.1083747587415762,1.4684174807619783,-0.07335208704947947,1452,0.014028985507246378,False
S28::b2a817579286,S28,M16_AUCTION_VALUE,f046,2,0.28400490580143156,,,0,0,,,-0.1509808226383693,1453,0.01403864734299517,False
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f019,12,0.28485620184468274,,,0,0,,,-0.23235864181773025,1454,0.014048309178743962,False
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f013,5,0.2855623086269554,,,0,0,,,-0.09395247678451399,1455,0.014057971014492755,False
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f030,5,0.28586792492880986,,,0,0,,,-0.20573875879572312,1456,0.014067632850241547,False
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f039,4,0.28658877638124647,,,0,0,,,-0.19540252563132476,1457,0.014077294685990338,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f016,4,0.2869356223898887,,,0,0,,,-0.06732270034263796,1458,0.01408695652173913,False
S19::762b6018f2c5,S19,M15_GAP,f028,2,0.28694710909093146,,,0,0,,,-0.2669320577565558,1459,0.014096618357487923,False
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f022,5,0.28718705111520304,3.0,0.05219597242008214,297,295,0.15492830755179482,1.8999673062218911,-0.08249763533273155,1460,0.014106280193236715,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f021,2,0.2873459101851985,1.0,0.07229380132165482,103,91,0.139500347601841,1.027385739627324,-0.02144687811779879,1461,0.014115942028985508,False
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f012,5,0.28774458258766344,,,0,0,,,-0.26565881262113494,1462,0.014125603864734299,False
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f041,5,0.2878374314000731,,,0,0,,,-0.391199701626434,1463,0.014135265700483091,False
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f020,5,0.2883106816703007,,,0,0,,,-0.1757948604079745,1464,0.014144927536231883,False
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f001,5,0.2885282272709566,,,0,0,,,-0.1791938310904777,1465,0.014154589371980678,False
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f024,2,0.2888101976651076,,,0,0,,,-0.08249763533273155,1466,0.01416425120772947,False
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f004,5,0.28896718152112477,,,0,0,,,-0.3144243577251478,1467,0.014173913043478262,False
S24::a20c02d14359,S24,M06_SESSION_TIME,f030,5,0.2896909605501885,,,0,0,,,-0.11455623302072095,1468,0.014183574879227055,False
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f017,24,0.2897996741106592,19.0,0.08154971700533907,160,160,0.144178969391502,2.1985722272585666,-0.05809888414133959,1469,0.014193236714975847,False
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f019,12,0.29081337060087975,6.0,0.19636141982709726,88,70,0.2887622938790958,2.0851585323539283,-0.07335208704947947,1470,0.014202898550724638,False
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f019,12,0.29158907914048715,,,0,0,,,-0.19540252563132476,1471,0.01421256038647343,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f037,2,0.2920796388639282,,,0,0,,,-0.12392098594191271,1472,0.014222222222222223,False
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f001,5,0.2931188217107006,,,0,0,,,-0.07835108961063955,1473,0.014231884057971015,False
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f043,5,0.2938185069617272,,,0,0,,,-0.18214022583580294,1474,0.014241545893719808,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f023,5,0.2938300471218902,,,0,0,,,-0.2196943442096486,1475,0.014251207729468598,False
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f026,5,0.2939096158399934,,,0,0,,,-0.22595369055072162,1476,0.014260869565217391,False
S5::15be26301532,S5,M05_OPENING_RANGE,f017,5,0.2940674993917325,5.0,0.4527512841187372,31,31,0.4924663898605597,1.8895848877726504,-0.03342225409892166,1477,0.014270531400966183,False
SESS_E,SESS_E,M06_SESSION_TIME,f014,5,0.2953515613823243,,,0,0,,,-0.1706719129068075,1478,0.014280193236714976,False
S51::049ca99687f4,S51,M06_SESSION_TIME,f042,5,0.2958544937527652,,,0,0,,,-0.18209800690149575,1479,0.014289855072463768,False
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f046,2,0.29632767363204415,,,0,0,,,-0.06732270034263796,1480,0.014299516908212562,False
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f026,5,0.2965156141865932,4.0,0.005765530847251196,109,109,0.17706826679194262,1.3167161370453935,-0.1687544865282243,1481,0.014309178743961355,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f041,5,0.2969448708051825,,,0,0,,,-0.1740521879042388,1482,0.014318840579710147,False
SESS_D,SESS_D,M06_SESSION_TIME,f007,5,0.29811545355945546,2.0,0.03635955576221759,611,611,0.08079274042878565,1.4716894452484095,-0.0267017319359689,1483,0.014328502415458938,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f040,5,0.29849053450274665,,,0,0,,,-0.14850806707979777,1484,0.01433816425120773,False
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f014,5,0.2988156453108526,0.0,0.014120805214201754,620,573,0.08223225809445807,1.882537088681941,-0.05809888414133959,1485,0.014347826086956523,False
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f027,5,0.29907968759931514,,,0,0,,,-0.10211823685240022,1486,0.014357487922705315,False
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f010,5,0.2990814999328306,,,0,0,,,-0.18214022583580294,1487,0.014367149758454108,False
S20::3a706309724e,S20,M21_META_ROUTER,f041,4,0.2992476716178807,,,0,0,,,-0.062153001502173844,1488,0.014376811594202898,False
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f037,2,0.29966820102238767,,,0,0,,,-0.3737354389272471,1489,0.014386473429951691,False
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f002,5,0.30107661665915053,,,0,0,,,-0.22595369055072162,1490,0.014396135265700483,False
S18::18995ee3f508,S18,M06_SESSION_TIME,f014,5,0.30266174509666177,,,0,0,,,-0.2196943442096486,1491,0.014405797101449276,False
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f034,3,0.30343187029270746,,,0,0,,,-0.08249763533273155,1492,0.014415458937198068,False
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f038,5,0.3041557335577161,2.0,0.0196915733428124,821,776,0.06676177198527868,1.87472077915313,-0.03691241235634437,1493,0.014425120772946859,False
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f013,5,0.30437684353154304,0.0,0.03087404677715673,185,182,0.18499729000983717,1.7049249682972156,-0.14850806707979777,1494,0.014434782608695651,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f024,2,0.3043886024818563,,,0,0,,,-0.16152008753853492,1495,0.014444444444444444,False
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f022,4,0.304576686046631,,,0,0,,,-0.22595369055072162,1496,0.014454106280193238,False
S29::10d4532019fd,S29,M06_SESSION_TIME,f046,2,0.3046947345610409,,,0,0,,,-0.12392098594191271,1497,0.01446376811594203,False
S5::15be26301532,S5,M05_OPENING_RANGE,f012,5,0.30507594450133735,4.0,0.05737215627733443,503,456,0.1145435463197074,1.8733853691445412,-0.03342225409892166,1498,0.014473429951690823,False
SESS_E,SESS_E,M06_SESSION_TIME,f043,5,0.30602243361943615,,,0,0,,,-0.1706719129068075,1499,0.014483091787439615,False
SESS_E,SESS_E,M06_SESSION_TIME,f028,5,0.30639585504811495,4.0,0.008081629039500314,165,165,0.2145476371175952,1.8714757284502757,-0.1706719129068075,1500,0.014492753623188408,False
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f028,5,0.30669325023888416,,,0,0,,,-0.16428795833193302,1501,0.014502415458937198,False
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f038,5,0.30673058482825755,,,0,0,,,-0.16988540301205682,1502,0.01451207729468599,False
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f017,22,0.30787165729358135,0.0,0.4467409077341601,54,54,0.46013695147833966,2.294999165702772,0.002918726695630246,1503,0.014521739130434783,False
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f024,2,0.30828323855147577,,,0,0,,,-0.3255470396563592,1504,0.014531400966183576,False
S18::3933c532ec9c,S18,M06_SESSION_TIME,f020,5,0.3085600104949271,,,0,0,,,-0.27062340875942975,1505,0.014541062801932368,False
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f020,5,0.309092749430413,,,0,0,,,-0.2797389306514087,1506,0.014550724637681159,False
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f041,5,0.31081713196031147,,,0,0,,,-0.18214022583580294,1507,0.014560386473429951,False
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f038,5,0.3111728590981755,,,0,0,,,-0.15729102688266258,1508,0.014570048309178744,False
S19::762b6018f2c5,S19,M15_GAP,f037,2,0.3111873648800061,,,0,0,,,-0.2669320577565558,1509,0.014579710144927536,False
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f022,5,0.31351738603055623,,,0,0,,,-0.16152008753853492,1510,0.014589371980676329,False
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f027,5,0.3142555074968745,0.0,0.11423280808823551,48,38,0.16016323860411572,0.7448633349082151,-0.02144687811779879,1511,0.014599033816425123,False
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f032,5,0.31481128346481313,,,0,0,,,-0.1740521879042388,1512,0.014608695652173915,False
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f040,5,0.31563634450561207,,,0,0,,,-0.15124934773689036,1513,0.014618357487922708,False
