object,family,mechanism,feature,n_bins,omni_p,best_pos_bin,best_pos_exp,best_pos_N,best_pos_days,best_pos_lift,best_pos_z,pooled_exp,rank,bh_thresh,fdr_sig,feature_name
S6::a461ec93f607,S6,M06_SESSION_TIME,f027,5,0.1931239062845913,,,0,0,,,-0.5128074236968724,1251,0.0120869565217391,False,atr_pct_rank
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f038,5,0.1934803948739283,,,0,0,,,-0.0580988841413395,1252,0.0120966183574879,False,ret_4_atr
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f019,12,0.1936277482045474,,,0,0,,,-0.1757948604079745,1253,0.0121062801932367,False,month_of_year
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f026,5,0.1940232684478116,,,0,0,,,-0.1485080670797977,1254,0.0121159420289855,False,rloc_50
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f009,5,0.1941935418624085,0.0,0.0266066419550193,460,410,0.0931175602078281,2.065891682868166,-0.0580988841413395,1255,0.0121256038647343,False,dist_pdl_atr
S51::049ca99687f4,S51,M06_SESSION_TIME,f010,5,0.1944384486680916,,,0,0,,,-0.1820980069014957,1256,0.012135265700483,False,bars_since_20bar_high
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f019,12,0.1947689226736049,,,0,0,,,-0.2797389306514087,1257,0.0121449275362318,False,month_of_year
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f020,3,0.1952399790033689,2.0,0.3752959074233387,40,25,0.4546614403646613,1.8447082302394515,-0.0214468781177987,1258,0.0121545893719806,False,mtf_alignment
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f035,5,0.1956042303294614,,,0,0,,,-0.1687544865282243,1259,0.0121642512077294,False,dist_pdh_atr
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f006,5,0.1957693451650022,3.0,0.1134614944912906,80,74,0.1650152844952123,1.8783617132091368,-0.0228554796569282,1260,0.0121739130434782,False,realvol_ratio
S5::15be26301532,S5,M05_OPENING_RANGE,f004,4,0.1961158606287956,3.0,0.0187306027420357,880,873,0.0818388296870393,1.8076809164480008,-0.0334222540989216,1261,0.012183574879227,False,dist_or_low_atr
S6::7199b701458a,S6,M06_SESSION_TIME,f023,5,0.1964857286842347,,,0,0,,,-0.5031640871587263,1262,0.0121932367149758,False,dist_pwh_atr
S31::555f488885b1,S31,M06_SESSION_TIME,f013,5,0.196617022368819,4.0,0.1860550793437191,42,42,0.4732684144134891,2.060786589042216,-0.2555616258255557,1263,0.0122028985507246,False,vol_rel_20
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f002,5,0.196895520532685,2.0,0.0701841446161699,216,203,0.1903340260408624,2.060203357287778,-0.1021182368524002,1264,0.0122125603864734,False,ret_1_atr
SESS_E,SESS_E,M06_SESSION_TIME,f030,5,0.1972884832143617,,,0,0,,,-0.1706719129068075,1265,0.0122222222222222,False,rloc_96
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f012,5,0.1974406629524028,,,0,0,,,-0.2323586418177302,1266,0.012231884057971,False,dist_pwl_atr
S6::7199b701458a,S6,M06_SESSION_TIME,f024,2,0.1975941110998671,,,0,0,,,-0.5031640871587263,1267,0.0122415458937198,False,h1_trend_state
S31::9584b16899ad,S31,M06_SESSION_TIME,f002,5,0.1988995415331462,,,0,0,,,-0.2468575655120184,1268,0.0122512077294686,False,ret_1_atr
S18::3933c532ec9c,S18,M06_SESSION_TIME,f009,5,0.1993004930966235,,,0,0,,,-0.2706234087594297,1269,0.0122608695652173,False,dist_pdl_atr
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f005,5,0.1995236611583473,0.0,0.1538920495431956,110,100,0.1751482080151033,1.229885919152773,0.0036035871818489,1270,0.0122705314009661,False,atr_over_atrma
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f028,5,0.1995484826487215,,,0,0,,,-0.2057387587957231,1271,0.0122801932367149,False,dist_prev_sess_high_atr
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f020,5,0.1996441720437092,1.0,0.070944593229294,347,171,0.1616923332217132,2.054484372211107,-0.0783510896106395,1272,0.0122898550724637,False,mtf_alignment
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f013,5,0.2006587613675825,,,0,0,,,-0.1625746944243231,1273,0.0122995169082125,False,vol_rel_20
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f041,5,0.2007554172028247,,,0,0,,,-0.1625746944243231,1274,0.0123091787439613,False,ret_12_atr
SESS_D,SESS_D,M06_SESSION_TIME,f041,5,0.2014233643478813,4.0,0.0428537178768736,743,743,0.0948762235565672,2.0508180112825265,-0.0267017319359689,1275,0.0123188405797101,False,ret_12_atr
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f011,27,0.2015171391773424,0.0,0.689738759229839,31,31,0.7010904219501339,2.67541867975655,0.0029187266956302,1276,0.0123285024154589,False,halfhour_bucket_utc
S51::049ca99687f4,S51,M06_SESSION_TIME,f031,2,0.201531903187206,,,0,0,,,-0.1820980069014957,1277,0.0123381642512077,False,d1_trend_state
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f004,5,0.2021685883241586,,,0,0,,,-0.1821402258358029,1278,0.0123478260869565,False,dist_or_low_atr
SESS_D,SESS_D,M06_SESSION_TIME,f009,5,0.2024371256632651,2.0,0.1160027126644089,307,307,0.1603912691834687,2.048741231316143,-0.0267017319359689,1279,0.0123574879227053,False,dist_pdl_atr
S51::049ca99687f4,S51,M06_SESSION_TIME,f037,2,0.2028138439224345,,,0,0,,,-0.1820980069014957,1280,0.0123671497584541,False,disp_recent
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f007,5,0.2029310097190617,,,0,0,,,-0.0939524767845139,1281,0.0123768115942028,False,ret_96_atr
S5::15be26301532,S5,M05_OPENING_RANGE,f032,5,0.2029551173964339,1.0,0.0671546169558342,504,489,0.1269508268360238,2.047683481091152,-0.0334222540989216,1282,0.0123864734299516,False,efficiency_24h
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f027,5,0.2031321098843896,,,0,0,,,-0.2084882388941829,1283,0.0123961352657004,False,atr_pct_rank
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f023,5,0.2038880185950753,,,0,0,,,-0.1821402258358029,1284,0.0124057971014492,False,dist_pwh_atr
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f034,3,0.2040002832201974,,,0,0,,,-0.2239875030282,1285,0.012415458937198,False,run_len_same_dir
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f035,5,0.2040139624425685,0.0,0.2054711435812238,60,56,0.416921263916096,2.04552839754015,-0.1852561142249603,1286,0.0124251207729468,False,dist_pdh_atr
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f044,5,0.2046301314178289,,,0,0,,,-0.1740521879042388,1287,0.0124347826086956,False,week_of_month
S26::f196a9ae20d6,S26,M16_AUCTION_VALUE,f023,5,0.2052470406986306,,,0,0,,,-0.1791938310904777,1288,0.0124444444444444,False,dist_pwh_atr
S20::3a706309724e,S20,M21_META_ROUTER,f020,5,0.205300354974165,3.0,0.0229525385011982,517,204,0.1292818092621506,2.0429229001167184,-0.0621530015021738,1289,0.0124541062801932,False,mtf_alignment
SESS_B,SESS_B,M06_SESSION_TIME,f017,7,0.2058291063564299,,,0,0,,,-0.3656137311760934,1290,0.012463768115942,False,hour_utc
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f023,5,0.2059871828041914,,,0,0,,,-0.1792331034018087,1291,0.0124734299516908,False,dist_pwh_atr
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f019,1,0.206219223905411,,,0,0,,,-0.0214468781177987,1292,0.0124830917874396,False,month_of_year
S30::282a94fa23d8,S30,M06_SESSION_TIME,f034,3,0.206482981061201,,,0,0,,,-0.146454009554978,1293,0.0124927536231884,False,run_len_same_dir
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f012,5,0.2070026708083805,,,0,0,,,-0.1698854030120568,1294,0.0125024154589372,False,dist_pwl_atr
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f039,4,0.2076564684880644,,,0,0,,,-0.2084882388941829,1295,0.0125120772946859,False,session_id
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f019,12,0.2113966818263968,,,0,0,,,-0.2239875030282,1296,0.0125217391304347,False,month_of_year
HTF_RANGE_FADE,HTF_RANGE_FADE,M12_RANGE_ROTATION,f039,4,0.2117336377335714,1.0,0.2202715198069467,45,45,0.3896041688616907,1.8306437370988689,-0.1462639811616175,1297,0.0125314009661835,False,session_id
S28::b2a817579286,S28,M16_AUCTION_VALUE,f024,2,0.212423907723994,,,0,0,,,-0.1509808226383693,1298,0.0125410628019323,False,h1_trend_state
S5::15be26301532,S5,M05_OPENING_RANGE,f002,5,0.2125380586979341,4.0,0.0191248335629352,973,933,0.0877351924760254,2.028516002653471,-0.0334222540989216,1299,0.0125507246376811,False,ret_1_atr
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f041,5,0.212683626915684,,,0,0,,,-0.2323586418177302,1300,0.0125603864734299,False,ret_12_atr
SESS_A,SESS_A,M06_SESSION_TIME,f003,5,0.2129134415062816,3.0,0.1158173212132891,457,457,0.1230491209076183,2.0277801778618474,0.0098448623933664,1301,0.0125700483091787,False,vol_rel_sess
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f039,4,0.2133315927205608,,,0,0,,,-0.1485080670797977,1302,0.0125797101449275,False,session_id
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f041,5,0.2134229402376974,,,0,0,,,-0.3737354389272471,1303,0.0125893719806763,False,ret_12_atr
S19::762b6018f2c5,S19,M15_GAP,f002,2,0.2141786112311674,,,0,0,,,-0.2669320577565558,1304,0.0125990338164251,False,ret_1_atr
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f040,5,0.2156891006740813,,,0,0,,,-0.2656588126211349,1305,0.0126086956521739,False,bar_in_sess
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f005,5,0.2159428474344638,,,0,0,,,-0.391199701626434,1306,0.0126183574879227,False,atr_over_atrma
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f041,5,0.2160608337355807,3.0,0.2363148972357358,74,68,0.3372383227542078,2.0216534432379065,-0.0214468781177987,1307,0.0126280193236714,False,ret_12_atr
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f009,5,0.2161116514591632,,,0,0,,,-0.0369124123563443,1308,0.0126376811594202,False,dist_pdl_atr
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f010,5,0.2163268899299253,2.0,0.027372843408124,321,296,0.1507093736569654,2.0211390015077915,-0.1021182368524002,1309,0.012647342995169,False,bars_since_20bar_high
S28::b2a817579286,S28,M16_AUCTION_VALUE,f020,5,0.2165093582356547,,,0,0,,,-0.1509808226383693,1310,0.0126570048309178,False,mtf_alignment
SESS_E,SESS_E,M06_SESSION_TIME,f031,2,0.2168454814202864,,,0,0,,,-0.1706719129068075,1311,0.0126666666666666,False,d1_trend_state
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f024,2,0.2172286687529796,,,0,0,,,-0.1698854030120568,1312,0.0126763285024154,False,h1_trend_state
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f032,5,0.2173019878697668,,,0,0,,,-0.1954025256313247,1313,0.0126859903381642,False,efficiency_24h
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f041,5,0.2175638910956379,4.0,0.2382870302685497,42,42,0.4093112650317003,2.018754154832026,-0.1687544865282243,1314,0.012695652173913,False,ret_12_atr
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f001,5,0.2184824469254609,,,0,0,,,-0.2797389306514087,1315,0.0127053140096618,False,weekday
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f033,5,0.2200242033072685,,,0,0,,,-0.2239875030282,1316,0.0127149758454106,False,rloc_sess
SESS_B,SESS_B,M06_SESSION_TIME,f032,5,0.2202886126076553,,,0,0,,,-0.3656137311760934,1317,0.0127246376811594,False,efficiency_24h
S31::9584b16899ad,S31,M06_SESSION_TIME,f046,2,0.2205449829718997,,,0,0,,,-0.2468575655120184,1318,0.0127342995169082,False,h4_trend_state
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f038,5,0.2206794302382375,,,0,0,,,-0.1485080670797977,1319,0.012743961352657,False,ret_4_atr
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f043,4,0.2207417970593521,,,0,0,,,-0.1852561142249603,1320,0.0127536231884057,False,dist_or_high_atr
S19::762b6018f2c5,S19,M15_GAP,f014,1,0.2211938772844468,,,0,0,,,-0.2669320577565558,1321,0.0127632850241545,False,bars_since_20bar_low
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f019,12,0.2214139588381849,,,0,0,,,-0.3737354389272471,1322,0.0127729468599033,False,month_of_year
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f006,5,0.221838678000803,,,0,0,,,-0.1485080670797977,1323,0.0127826086956521,False,realvol_ratio
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f046,2,0.2221523625629817,,,0,0,,,-0.3255470396563592,1324,0.0127922705314009,False,h4_trend_state
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f033,3,0.2222905646633228,1.0,0.0473297819371198,83,79,0.1286887395908261,0.872224345265771,-0.0733520870494794,1325,0.0128019323671497,False,rloc_sess
S24::a20c02d14359,S24,M06_SESSION_TIME,f010,5,0.2233022497713876,3.0,0.0059479669072831,458,458,0.1366797343849284,2.0078385585722627,-0.1145562330207209,1326,0.0128115942028985,False,bars_since_20bar_high
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f023,5,0.2240334991270098,,,0,0,,,-0.1615200875385349,1327,0.0128212560386473,False,dist_pwh_atr
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f046,2,0.2244209498889926,,,0,0,,,-0.0733520870494794,1328,0.0128309178743961,False,h4_trend_state
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f020,5,0.2244294429039306,3.0,0.0306586541265949,156,133,0.2580708432737614,2.0057222628220246,-0.1852561142249603,1329,0.0128405797101449,False,mtf_alignment
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f031,2,0.224942990212015,,,0,0,,,-0.1687544865282243,1330,0.0128502415458937,False,d1_trend_state
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f022,5,0.2252487770390376,,,0,0,,,-0.6026326920420786,1331,0.0128599033816425,False,rloc_20
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f044,5,0.2254049531920321,,,0,0,,,-0.2239875030282,1332,0.0128695652173913,False,week_of_month
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f036,5,0.2256034532826212,0.0,0.0455693171854022,55,55,0.2147177494570752,1.0960102339832252,-0.1540660871629385,1333,0.01287922705314,False,dist_prev_sess_low_atr
S7::98a2f4583fb9,S7,M07_TREND_CONTINUATION,f009,5,0.2263724141584078,,,0,0,,,-0.6253044035935208,1334,0.0128888888888888,False,dist_pdl_atr
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f044,5,0.2270860841842603,,,0,0,,,-0.0939524767845139,1335,0.0128985507246376,False,week_of_month
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f043,5,0.2276660293554733,,,0,0,,,-0.3737354389272471,1336,0.0129082125603864,False,dist_or_high_atr
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f039,4,0.2276779508046935,1.0,0.2769162691389406,56,51,0.3656165783688203,1.9039285695671893,-0.0733520870494794,1337,0.0129178743961352,False,session_id
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f044,5,0.2276832219922098,,,0,0,,,-0.1954025256313247,1338,0.012927536231884,False,week_of_month
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f041,5,0.2278332841712749,3.0,0.0433860260403425,353,351,0.1490158490173715,1.9993855254134016,-0.0824976353327315,1339,0.0129371980676328,False,ret_12_atr
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f006,5,0.2278491203044619,2.0,0.2222601299322302,133,87,0.2639545492703201,1.999356231210766,0.0036035871818489,1340,0.0129468599033816,False,realvol_ratio
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f002,5,0.2280294252992876,,,0,0,,,-0.3737354389272471,1341,0.0129565217391304,False,ret_1_atr
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f035,5,0.2292056225380001,,,0,0,,,-0.1001845799762217,1342,0.0129661835748792,False,dist_pdh_atr
SESS_B,SESS_B,M06_SESSION_TIME,f027,5,0.2294090101399049,,,0,0,,,-0.3656137311760934,1343,0.012975845410628,False,atr_pct_rank
S6::a461ec93f607,S6,M06_SESSION_TIME,f030,4,0.2296429336395213,,,0,0,,,-0.5128074236968724,1344,0.0129855072463768,False,rloc_96
SESS_C,SESS_C,M06_SESSION_TIME,f022,5,0.2297104542733175,,,0,0,,,-0.2791331001590712,1345,0.0129951690821256,False,rloc_20
S29::10d4532019fd,S29,M06_SESSION_TIME,f009,5,0.2301792339772412,1.0,0.1159684639698939,92,92,0.2718284215353757,1.7593873403044156,-0.1239209859419127,1346,0.0130048309178743,False,dist_pdl_atr
SESS_E,SESS_E,M06_SESSION_TIME,f006,5,0.2316819595500097,2.0,0.0137122272243468,171,171,0.2229289909409678,1.9923160488459628,-0.1706719129068075,1347,0.0130144927536231,False,realvol_ratio
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f013,5,0.2317974376061338,,,0,0,,,-0.391199701626434,1348,0.0130241545893719,False,vol_rel_20
S31::555f488885b1,S31,M06_SESSION_TIME,f003,4,0.2332079937703106,,,0,0,,,-0.2555616258255557,1349,0.0130338164251207,False,vol_rel_sess
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f036,5,0.2333952870441025,,,0,0,,,-0.1625746944243231,1350,0.0130434782608695,False,dist_prev_sess_low_atr
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f027,5,0.2340344002014638,,,0,0,,,-0.3255470396563592,1351,0.0130531400966183,False,atr_pct_rank
SESS_B,SESS_B,M06_SESSION_TIME,f030,5,0.2341311713701732,,,0,0,,,-0.3656137311760934,1352,0.0130628019323671,False,rloc_96
SESS_A,SESS_A,M06_SESSION_TIME,f041,5,0.2356875628281485,4.0,0.0834935359098331,721,721,0.0942943553225991,1.9282653057325392,0.0098448623933664,1353,0.0130724637681159,False,ret_12_atr
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f040,5,0.2358467279146436,,,0,0,,,-0.0733520870494794,1354,0.0130821256038647,False,bar_in_sess
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f008,5,0.2358757761343277,1.0,0.1180221421910197,67,65,0.1648949263360204,1.654906672924355,-0.0228554796569282,1355,0.0130917874396135,False,dist_vwap_atr
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f020,5,0.2369770109131619,,,0,0,,,-0.1440796368386465,1356,0.0131014492753623,False,mtf_alignment
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f035,5,0.2374614612971237,,,0,0,,,-0.3737354389272471,1357,0.0131111111111111,False,dist_pdh_atr
S6::7199b701458a,S6,M06_SESSION_TIME,f026,3,0.2376110160688256,,,0,0,,,-0.5031640871587263,1358,0.0131207729468599,False,rloc_50
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f013,5,0.2378787375500146,,,0,0,,,-0.0783510896106395,1359,0.0131304347826086,False,vol_rel_20
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f043,5,0.2396098760873477,0.0,0.07071177480964,119,119,0.265061846271881,1.9780596731191755,-0.1540660871629385,1360,0.0131400966183574,False,dist_or_high_atr
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f004,5,0.2398745732952845,,,0,0,,,-0.6026326920420786,1361,0.0131497584541062,False,dist_or_low_atr
S12::061854e10b15,S12,M12_RANGE_ROTATION,f003,5,0.2406637437861847,,,0,0,,,-0.2424089430019912,1362,0.013159420289855,False,vol_rel_sess
SESS_D,SESS_D,M06_SESSION_TIME,f002,5,0.2409946741056723,1.0,0.0101004237747316,440,440,0.0437104101956443,0.6945814474186798,-0.0267017319359689,1363,0.0131690821256038,False,ret_1_atr
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f040,5,0.241149876824771,,,0,0,,,-0.3255470396563592,1364,0.0131787439613526,False,bar_in_sess
S20::3a706309724e,S20,M21_META_ROUTER,f024,2,0.2423404590029605,,,0,0,,,-0.0621530015021738,1365,0.0131884057971014,False,h1_trend_state
S10::7df75fdb8ecb,S10,M10_DISPLACEMENT_CONTINUATION,f020,5,0.2423972602190249,,,0,0,,,-0.1954025256313247,1366,0.0131980676328502,False,mtf_alignment
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f041,5,0.2435271707159136,,,0,0,,,-0.2084882388941829,1367,0.013207729468599,False,ret_12_atr
S18::18995ee3f508,S18,M06_SESSION_TIME,f022,5,0.243859255252179,,,0,0,,,-0.2196943442096486,1368,0.0132173913043478,False,rloc_20
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f020,5,0.2440900661662759,,,0,0,,,-0.1768749736734077,1369,0.0132270531400966,False,mtf_alignment
S27::8492323d86e4,S27,M16_AUCTION_VALUE,f038,5,0.2444510090712826,,,0,0,,,-0.1757948604079745,1370,0.0132367149758454,False,ret_4_atr
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f028,5,0.2447225139345554,,,0,0,,,-0.1740521879042388,1371,0.0132463768115942,False,dist_prev_sess_high_atr
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f030,5,0.2450153804624089,,,0,0,,,-0.2656588126211349,1372,0.0132560386473429,False,rloc_96
SESS_B,SESS_B,M06_SESSION_TIME,f001,5,0.2451863461162728,,,0,0,,,-0.3656137311760934,1373,0.0132657004830917,False,weekday
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f044,5,0.24524014720113,,,0,0,,,-0.1572910268826625,1374,0.0132753623188405,False,week_of_month
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f043,5,0.2457827682655566,3.0,0.0530119377688687,444,389,0.1464994663786512,1.9672312778327343,-0.0673227003426379,1375,0.0132850241545893,False,dist_or_high_atr
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f028,5,0.2464804845863932,3.0,0.2136754842075192,80,71,0.3155060759408113,1.966021761537832,-0.0214468781177987,1376,0.0132946859903381,False,dist_prev_sess_high_atr
S6::a461ec93f607,S6,M06_SESSION_TIME,f034,3,0.2465856107830015,,,0,0,,,-0.5128074236968724,1377,0.0133043478260869,False,run_len_same_dir
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f019,12,0.2475182580912456,6.0,0.1067414390193612,160,112,0.2246226702771774,2.3147517566805136,-0.1021182368524002,1378,0.0133140096618357,False,month_of_year
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f032,5,0.247774503628575,,,0,0,,,-0.2656588126211349,1379,0.0133236714975845,False,efficiency_24h
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f003,5,0.2483933200879096,,,0,0,,,-0.1852561142249603,1380,0.0133333333333333,False,vol_rel_sess
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f023,5,0.2490120647750981,2.0,0.0343038289101934,261,195,0.1540576076962424,1.9616571570643715,-0.1021182368524002,1381,0.0133429951690821,False,dist_pwh_atr
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f013,5,0.2494068627241508,,,0,0,,,-0.1440796368386465,1382,0.0133526570048309,False,vol_rel_20
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f012,5,0.2498180261676885,,,0,0,,,-0.2797389306514087,1383,0.0133623188405797,False,dist_pwl_atr
S6::7199b701458a,S6,M06_SESSION_TIME,f014,4,0.2498682849031057,,,0,0,,,-0.5031640871587263,1384,0.0133719806763285,False,bars_since_20bar_low
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f041,5,0.2514914776568977,4.0,0.0901590828794888,34,34,0.2708330128242524,1.2847089569383474,-0.1792331034018087,1385,0.0133816425120772,False,ret_12_atr
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f042,5,0.2516553483110928,,,0,0,,,-0.1512493477368903,1386,0.013391304347826,False,dist_pdmid_atr
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f009,5,0.2518482536429967,0.0,0.207031019040552,55,55,0.3883777941721609,1.956811362115963,-0.1540660871629385,1387,0.0134009661835748,False,dist_pdl_atr
S28::b2a817579286,S28,M16_AUCTION_VALUE,f033,5,0.2521177522816509,,,0,0,,,-0.1509808226383693,1388,0.0134106280193236,False,rloc_sess
SESS_D,SESS_D,M06_SESSION_TIME,f031,2,0.2523731224513161,1.0,0.0039968452496481,961,961,0.0468814256087536,1.1010485892556494,-0.0267017319359689,1389,0.0134202898550724,False,d1_trend_state
SESS_C,SESS_C,M06_SESSION_TIME,f034,3,0.2537942563049258,,,0,0,,,-0.2791331001590712,1390,0.0134299516908212,False,run_len_same_dir
S12::061854e10b15,S12,M12_RANGE_ROTATION,f013,5,0.2538451585037105,,,0,0,,,-0.2424089430019912,1391,0.01343961352657,False,vol_rel_20
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f024,2,0.25523584556284,,,0,0,,,-0.2797389306514087,1392,0.0134492753623188,False,h1_trend_state
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f007,5,0.2552808556167618,,,0,0,,,-0.3144243577251478,1393,0.0134589371980676,False,ret_96_atr
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f031,2,0.2555317066977842,,,0,0,,,-0.0673227003426379,1394,0.0134685990338164,False,d1_trend_state
S9::731bd4dd4aa4,S9,M09_MTF_ALIGNMENT,f022,5,0.2557692018911639,0.0,0.1801649194862903,106,96,0.1905052587298344,1.3775568232503514,0.0029187266956302,1395,0.0134782608695652,False,rloc_20
S2::691f36c634e3,S2,M02_FAILED_BREAKOUT_FADE,f036,5,0.2570496858015747,,,0,0,,,-0.2259536905507216,1396,0.013487922705314,False,dist_prev_sess_low_atr
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f046,1,0.2582306293219685,,,0,0,,,-0.0214468781177987,1397,0.0134975845410628,False,h4_trend_state
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f020,3,0.258314265667205,1.0,0.1281101092894045,41,31,0.2430290065049949,1.036094601499007,-0.084165226639341,1398,0.0135072463768115,False,mtf_alignment
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f032,5,0.2586334441919169,4.0,0.1810133177000855,59,51,0.2493039273992772,1.3115023582579413,-0.0214468781177987,1399,0.0135169082125603,False,efficiency_24h
