object,family,mechanism,feature,n_bins,omni_p,best_pos_bin,best_pos_exp,best_pos_N,best_pos_days,best_pos_lift,best_pos_z,pooled_exp,rank,bh_thresh,fdr_sig,feature_name
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f017,24,0.0716288030269929,22.0,0.0490334846851449,216,216,0.2152484599861521,2.1280106509125543,-0.1625746944243231,876,0.008463768115942,False,hour_utc
S40::43b9c7dbd606,S40,M21_META_ROUTER,f046,2,0.0722712459089574,,,0,0,,,-0.1929964957240371,877,0.0084734299516908,False,h4_trend_state
S28::b2a817579286,S28,M16_AUCTION_VALUE,f021,2,0.07242243782858,,,0,0,,,-0.1509808226383693,878,0.0084830917874396,False,fvg_present
SESS_E,SESS_E,M06_SESSION_TIME,f008,5,0.0725774379402577,,,0,0,,,-0.1706719129068075,879,0.0084927536231884,False,dist_vwap_atr
OBEXEC_C,OBEXEC_C,M14_REFERENCE_LEVEL,f009,5,0.0730904271592991,0.0,0.0738667734015168,169,142,0.3069670463497203,2.441705020040478,-0.2057387587957231,880,0.0085024154589371,False,dist_pdl_atr
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f012,5,0.0732242277280292,2.0,0.0680212811870633,406,264,0.1607964442306804,2.23057341652746,-0.0783510896106395,881,0.0085120772946859,False,dist_pwl_atr
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f015,2,0.0732492435254714,,,0,0,,,-0.0673227003426379,882,0.0085217391304347,False,compress_flag
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f033,5,0.073323647054061,3.0,0.0350481652733827,670,529,0.1331029635905302,2.440554588630184,-0.0783510896106395,883,0.0085314009661835,False,rloc_sess
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f014,5,0.0735104357163984,4.0,0.1732273328365138,55,53,0.3100192909672007,1.6314922637145015,-0.084165226639341,884,0.0085410628019323,False,bars_since_20bar_low
HTF_RANGE_FADE,HTF_RANGE_FADE,M12_RANGE_ROTATION,f043,5,0.0738917490197677,1.0,0.0757664669145044,141,125,0.2726060428721368,2.4377656849753047,-0.1462639811616175,885,0.0085507246376811,False,dist_or_high_atr
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f043,4,0.073954052969551,3.0,0.0302289989584017,293,286,0.1293994782322247,1.5443838212443102,-0.0824976353327315,886,0.0085603864734299,False,dist_or_high_atr
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f026,5,0.0740130232752589,,,0,0,,,-0.1625746944243231,887,0.0085700483091787,False,rloc_50
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f003,5,0.0740581593753431,,,0,0,,,-0.1740521879042388,888,0.0085797101449275,False,vol_rel_sess
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f013,5,0.074641814829589,,,0,0,,,-0.1512493477368903,889,0.0085893719806763,False,vol_rel_20
S31::555f488885b1,S31,M06_SESSION_TIME,f024,2,0.0746802351900619,,,0,0,,,-0.2555616258255557,890,0.0085990338164251,False,h1_trend_state
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f044,5,0.0747453950809773,,,0,0,,,-0.1698854030120568,891,0.0086086956521739,False,week_of_month
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f034,3,0.0747939342504824,3.0,0.1121436203821888,193,182,0.2168722819577962,2.165162228103827,-0.0733520870494794,892,0.0086183574879227,False,run_len_same_dir
S18::3933c532ec9c,S18,M06_SESSION_TIME,f040,3,0.0747998887976271,,,0,0,,,-0.2706234087594297,893,0.0086280193236714,False,bar_in_sess
S31::555f488885b1,S31,M06_SESSION_TIME,f021,2,0.075349062529507,,,0,0,,,-0.2555616258255557,894,0.0086376811594202,False,fvg_present
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f034,3,0.0762488735334538,,,0,0,,,-0.0673227003426379,895,0.008647342995169,False,run_len_same_dir
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f008,5,0.07660860365988,,,0,0,,,-0.1512493477368903,896,0.0086570048309178,False,dist_vwap_atr
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f032,5,0.0769897875906044,,,0,0,,,-0.1687544865282243,897,0.0086666666666666,False,efficiency_24h
S40::43b9c7dbd606,S40,M21_META_ROUTER,f043,5,0.0776574778370053,,,0,0,,,-0.1929964957240371,898,0.0086763285024154,False,dist_or_high_atr
S6::7199b701458a,S6,M06_SESSION_TIME,f008,4,0.0778776051328904,,,0,0,,,-0.5031640871587263,899,0.0086859903381642,False,dist_vwap_atr
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f013,5,0.0779881413531669,,,0,0,,,-0.164287958331933,900,0.008695652173913,False,vol_rel_20
S41::73a2a8a65e5e,S41,M17_VOLUME_PARTICIPATION,f001,5,0.0782230458796617,,,0,0,,,-0.391199701626434,901,0.0087053140096618,False,weekday
S21::6ddb75c3f9b1,S21,M01_LIQUIDITY_SWEEP,f008,5,0.0785137652252243,,,0,0,,,-0.3144243577251478,902,0.0087149758454106,False,dist_vwap_atr
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f044,5,0.0792063751246296,,,0,0,,,-0.6026326920420786,903,0.0087246376811594,False,week_of_month
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f035,4,0.0795200098603654,2.0,0.4537049454692051,31,27,0.5947779377582558,2.3286049712911416,-0.084165226639341,904,0.0087342995169082,False,dist_pdh_atr
SESS_C,SESS_C,M06_SESSION_TIME,f032,5,0.0796506034139965,,,0,0,,,-0.2791331001590712,905,0.008743961352657,False,efficiency_24h
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f007,5,0.0797924303556185,,,0,0,,,-0.1001845799762217,906,0.0087536231884057,False,ret_96_atr
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f046,2,0.0798061738448203,,,0,0,,,-0.2656588126211349,907,0.0087632850241545,False,h4_trend_state
S19::762b6018f2c5,S19,M15_GAP,f036,1,0.0801146609200249,,,0,0,,,-0.2669320577565558,908,0.0087729468599033,False,dist_prev_sess_low_atr
HTF_PBK_TREND,HTF_PBK_TREND,M07_TREND_CONTINUATION,f027,5,0.0802214646240018,1.0,0.2038460038361315,83,74,0.3872018202242867,2.407906421887096,-0.084165226639341,909,0.0087826086956521,False,atr_pct_rank
S13::7d288aa44d52,S13,M13_IMBALANCE_FVG,f032,5,0.0804034493099781,,,0,0,,,-0.1512493477368903,910,0.0087922705314009,False,efficiency_24h
S18::3933c532ec9c,S18,M06_SESSION_TIME,f008,5,0.0804751772918765,,,0,0,,,-0.2706234087594297,911,0.0088019323671497,False,dist_vwap_atr
S2::2c6012247423,S2,M02_FAILED_BREAKOUT_FADE,f007,5,0.0808166917529273,,,0,0,,,-0.1792331034018087,912,0.0088115942028985,False,ret_96_atr
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f007,5,0.0810563989640844,,,0,0,,,-0.164287958331933,913,0.0088212560386473,False,ret_96_atr
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f020,5,0.0817284297572196,3.0,0.1029615877348983,381,270,0.2011053397438267,2.4011040947965894,-0.0673227003426379,914,0.0088309178743961,False,mtf_alignment
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f024,2,0.0825772956199721,,,0,0,,,-0.1440796368386465,915,0.0088405797101449,False,h1_trend_state
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f004,5,0.0826601745595112,2.0,0.0510601318420774,317,289,0.1779147634352568,2.396953204096845,-0.1021182368524002,916,0.0088502415458937,False,dist_or_low_atr
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f023,3,0.082833068228024,4.0,0.1661448353617882,104,62,0.2804942763456682,2.202769161917823,-0.0214468781177987,917,0.0088599033816425,False,dist_pwh_atr
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f040,5,0.082928654609431,,,0,0,,,-0.1740521879042388,918,0.0088695652173913,False,bar_in_sess
SESS_B,SESS_B,M06_SESSION_TIME,f036,5,0.0829724077296689,,,0,0,,,-0.3656137311760934,919,0.00887922705314,False,dist_prev_sess_low_atr
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f020,5,0.0830292650684416,,,0,0,,,-0.1740521879042388,920,0.0088888888888888,False,mtf_alignment
S17::3cf289079abb,S17,M14_REFERENCE_LEVEL,f034,3,0.0830296197496625,1.0,0.1078997328603043,151,108,0.2491707720682477,2.2018410267440105,-0.0214468781177987,921,0.0088985507246376,False,run_len_same_dir
OBEXEC_B,OBEXEC_B,M14_REFERENCE_LEVEL,f031,2,0.0833115152796395,,,0,0,,,-0.2656588126211349,922,0.0089082125603864,False,d1_trend_state
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f006,5,0.0834092810382647,,,0,0,,,-0.1625746944243231,923,0.0089178743961352,False,realvol_ratio
S12::061854e10b15,S12,M12_RANGE_ROTATION,f012,5,0.0835820993369473,,,0,0,,,-0.2424089430019912,924,0.008927536231884,False,dist_pwl_atr
S28::b2a817579286,S28,M16_AUCTION_VALUE,f013,5,0.0837584046405337,,,0,0,,,-0.1509808226383693,925,0.0089371980676328,False,vol_rel_20
S19::762b6018f2c5,S19,M15_GAP,f035,1,0.0838343949594855,,,0,0,,,-0.2669320577565558,926,0.0089468599033816,False,dist_pdh_atr
SESS_B,SESS_B,M06_SESSION_TIME,f028,5,0.0838835977272334,,,0,0,,,-0.3656137311760934,927,0.0089565217391304,False,dist_prev_sess_high_atr
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f019,12,0.0839581024519464,,,0,0,,,-0.6026326920420786,928,0.0089661835748792,False,month_of_year
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f021,2,0.0839667553440923,,,0,0,,,-0.2084882388941829,929,0.008975845410628,False,fvg_present
HTF_TGT_BREAK,HTF_TGT_BREAK,M03_BREAKOUT_RETEST,f028,5,0.0840145638749556,3.0,0.1478386238825593,98,93,0.216904109470067,2.390992136029752,-0.0228554796569282,930,0.0089855072463768,False,dist_prev_sess_high_atr
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f040,5,0.084288974686072,,,0,0,,,-0.2323586418177302,931,0.0089951690821256,False,bar_in_sess
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f028,5,0.0848989864402915,,,0,0,,,-0.3652404446864761,932,0.0090048309178743,False,dist_prev_sess_high_atr
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f004,5,0.0851213339016898,,,0,0,,,-0.1687544865282243,933,0.0090144927536231,False,dist_or_low_atr
S6::a461ec93f607,S6,M06_SESSION_TIME,f014,5,0.08550306129393,,,0,0,,,-0.5128074236968724,934,0.0090241545893719,False,bars_since_20bar_low
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f026,5,0.0857283376562445,,,0,0,,,-0.3737354389272471,935,0.0090338164251207,False,rloc_50
S46::28bd0e966c33,S46,M03_BREAKOUT_RETEST,f017,21,0.0857759638040402,3.0,0.2947533495857782,45,45,0.3344549526144073,1.887317436626933,-0.0369124123563443,936,0.0090434782608695,False,hour_utc
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f044,5,0.0859623781687668,,,0,0,,,-0.1540660871629385,937,0.0090531400966183,False,week_of_month
SESS_E,SESS_E,M06_SESSION_TIME,f010,5,0.0860635215990002,4.0,0.065355816977753,160,160,0.2815819358936434,2.3821324694505406,-0.1706719129068075,938,0.0090628019323671,False,bars_since_20bar_high
S39::cdecf371316b,S39,M07_TREND_CONTINUATION,f001,5,0.0867682169607997,,,0,0,,,-0.1572910268826625,939,0.0090724637681159,False,weekday
SESS_B,SESS_B,M06_SESSION_TIME,f043,5,0.0874651186602482,,,0,0,,,-0.3656137311760934,940,0.0090821256038647,False,dist_or_high_atr
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f014,5,0.0875546771726054,,,0,0,,,-0.1001845799762217,941,0.0090917874396135,False,bars_since_20bar_low
S29::10d4532019fd,S29,M06_SESSION_TIME,f038,5,0.0885271793669351,1.0,0.0682469985844305,134,134,0.2318451955071291,1.7963609276251726,-0.1239209859419127,942,0.0091014492753623,False,ret_4_atr
S3::37a51a4fd454,S3,M03_BREAKOUT_RETEST,f036,5,0.0899524234872162,,,0,0,,,-0.3652404446864761,943,0.0091111111111111,False,dist_prev_sess_low_atr
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f016,5,0.0899885777212183,1.0,0.0644296188333039,117,117,0.2329410551526632,1.8224288865210487,-0.164287958331933,944,0.0091207729468599,False,bars_to_sess_end
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f026,5,0.0901878820542523,,,0,0,,,-0.6026326920420786,945,0.0091304347826086,False,rloc_50
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f027,5,0.09029937711853,,,0,0,,,-0.1440796368386465,946,0.0091400966183574,False,atr_pct_rank
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f017,24,0.0916189045537976,,,0,0,,,-0.1821402258358029,947,0.0091497584541062,False,hour_utc
S12::061854e10b15,S12,M12_RANGE_ROTATION,f026,5,0.092036583592876,,,0,0,,,-0.2424089430019912,948,0.009159420289855,False,rloc_50
S30::282a94fa23d8,S30,M06_SESSION_TIME,f043,5,0.0941201583940287,,,0,0,,,-0.146454009554978,949,0.0091690821256038,False,dist_or_high_atr
S25::017b79ce0b9e,S25,M04_VOLATILITY_COMPRESSION_EXPANSION,f024,2,0.0943255749684208,,,0,0,,,-0.1485080670797977,950,0.0091787439613526,False,h1_trend_state
S20::3a706309724e,S20,M21_META_ROUTER,f032,5,0.094425921799417,4.0,0.0527455277512356,247,157,0.1373155408849988,1.424584189729477,-0.0621530015021738,951,0.0091884057971014,False,efficiency_24h
S12::884efeda36f3,S12,M12_RANGE_ROTATION,f032,5,0.0951459914566599,,,0,0,,,-0.2323586418177302,952,0.0091980676328502,False,efficiency_24h
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f046,2,0.0951997266822859,,,0,0,,,-0.2797389306514087,953,0.009207729468599,False,h4_trend_state
S38::3029c9493a71,S38,M07_TREND_CONTINUATION,f012,5,0.0953378701679763,4.0,0.0023717837092152,875,622,0.108560574072709,2.344207225490281,-0.0939524767845139,954,0.0092173913043478,False,dist_pwl_atr
S16::393fe65826e6,S16,M14_REFERENCE_LEVEL,f002,5,0.0960478938172182,4.0,0.1294726119658554,278,247,0.1962746362326058,2.341438727985119,0.0036035871818489,955,0.0092270531400966,False,ret_1_atr
S5::15be26301532,S5,M05_OPENING_RANGE,f009,5,0.096631345281577,3.0,0.1258233043653391,299,279,0.1816312763677935,2.33917711321824,-0.0334222540989216,956,0.0092367149758454,False,dist_pdl_atr
S14::25e44853ad0f,S14,M08_EXTENSION_MEAN_REVERSION,f024,2,0.097063915433889,,,0,0,,,-0.152388312799847,957,0.0092463768115942,False,h1_trend_state
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f006,5,0.0970702417600066,,,0,0,,,-0.6026326920420786,958,0.0092560386473429,False,realvol_ratio
S11::576394ea476f,S11,M11_STRUCTURE_BREAK_REVERSAL,f007,5,0.0973661022876237,2.0,0.0048688086385937,969,897,0.0777665514517149,2.3363459123526127,-0.0580988841413395,959,0.0092657004830917,False,ret_96_atr
S31::555f488885b1,S31,M06_SESSION_TIME,f006,5,0.0973700813033739,,,0,0,,,-0.2555616258255557,960,0.0092753623188405,False,realvol_ratio
S42::a347eead7c5d,S42,M08_EXTENSION_MEAN_REVERSION,f035,5,0.0977980160139591,3.0,0.076555349953226,254,206,0.2010739278957689,2.3346903413373634,-0.1021182368524002,961,0.0092850241545893,False,dist_pdh_atr
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f037,2,0.0978592171638563,,,0,0,,,-0.164287958331933,962,0.0092946859903381,False,disp_recent
S40::43b9c7dbd606,S40,M21_META_ROUTER,f033,5,0.0979443919041522,,,0,0,,,-0.1929964957240371,963,0.0093043478260869,False,rloc_sess
S24::a20c02d14359,S24,M06_SESSION_TIME,f013,4,0.0979765664715959,1.0,0.0407835486996511,101,101,0.1595025086913875,1.1195910265570512,-0.1145562330207209,964,0.0093140096618357,False,vol_rel_20
S19::762b6018f2c5,S19,M15_GAP,f024,2,0.0980502174995328,,,0,0,,,-0.2669320577565558,965,0.0093236714975845,False,h1_trend_state
S4::cf232107e3b5,S4,M04_VOLATILITY_COMPRESSION_EXPANSION,f012,5,0.0997882843663577,,,0,0,,,-0.2239875030282,966,0.0093333333333333,False,dist_pwl_atr
S1::4b7c6d5c6035,S1,M01_LIQUIDITY_SWEEP,f023,5,0.1001494392916024,,,0,0,,,-0.2084882388941829,967,0.0093429951690821,False,dist_pwh_atr
S5::15be26301532,S5,M05_OPENING_RANGE,f019,12,0.1002780404532579,0.0,0.183880980216067,216,195,0.2385419214697568,2.637315645935741,-0.0334222540989216,968,0.0093526570048309,False,month_of_year
S19::762b6018f2c5,S19,M15_GAP,f046,1,0.1003633405577595,,,0,0,,,-0.2669320577565558,969,0.0093623188405797,False,h4_trend_state
S18::3933c532ec9c,S18,M06_SESSION_TIME,f042,5,0.10055163989098,,,0,0,,,-0.2706234087594297,970,0.0093719806763285,False,dist_pdmid_atr
SESS_D,SESS_D,M06_SESSION_TIME,f026,5,0.1005544745183795,4.0,0.0485492128604234,665,665,0.0988667438948354,2.016038516317048,-0.0267017319359689,971,0.0093816425120772,False,rloc_50
S44::3d6f380511c2,S44,M17_VOLUME_PARTICIPATION,f030,5,0.1008864922898089,,,0,0,,,-0.1698854030120568,972,0.009391304347826,False,rloc_96
S15::ac373f9fe529,S15,M07_TREND_CONTINUATION,f010,5,0.1017915250419865,,,0,0,,,-0.1615200875385349,973,0.0094009661835748,False,bars_since_20bar_high
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f008,5,0.101940131259014,3.0,0.0349340408971117,388,344,0.1211679021553946,1.4977251704030394,-0.0673227003426379,974,0.0094106280193236,False,dist_vwap_atr
S30::282a94fa23d8,S30,M06_SESSION_TIME,f003,5,0.1021540907975704,,,0,0,,,-0.146454009554978,975,0.0094202898550724,False,vol_rel_sess
S18::18995ee3f508,S18,M06_SESSION_TIME,f043,5,0.1022203557920287,,,0,0,,,-0.2196943442096486,976,0.0094299516908212,False,dist_or_high_atr
S40::43b9c7dbd606,S40,M21_META_ROUTER,f034,3,0.1023891561904757,,,0,0,,,-0.1929964957240371,977,0.00943961352657,False,run_len_same_dir
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f038,5,0.1031227717567162,3.0,0.0001172087780999,730,596,0.0935583557711894,1.8669501063427527,-0.0783510896106395,978,0.0094492753623188,False,ret_4_atr
S5::9cce3e63e04e,S5,M05_OPENING_RANGE,f026,5,0.1034441106819472,,,0,0,,,-0.0824976353327315,979,0.0094589371980676,False,rloc_50
S21::b61f7b31fafc,S21,M01_LIQUIDITY_SWEEP,f010,5,0.1040974037286801,,,0,0,,,-0.2797389306514087,980,0.0094685990338164,False,bars_since_20bar_high
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f013,5,0.1041143635458141,0.0,0.058264329465248,52,49,0.2575437693512171,1.1396602025158953,-0.1852561142249603,981,0.0094782608695652,False,vol_rel_20
S28::b2a817579286,S28,M16_AUCTION_VALUE,f042,5,0.1041336667233716,,,0,0,,,-0.1509808226383693,982,0.009487922705314,False,dist_pdmid_atr
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f028,5,0.104302741648552,,,0,0,,,-0.3255470396563592,983,0.0094975845410628,False,dist_prev_sess_high_atr
S22::e730d6bce802,S22,M14_REFERENCE_LEVEL,f035,5,0.1046221804042124,4.0,0.0381344710916629,526,283,0.1318034119346552,2.309345150432536,-0.0783510896106395,984,0.0095072463768115,False,dist_pdh_atr
S3::7aafa506c507,S3,M03_BREAKOUT_RETEST,f008,5,0.1051483488140792,,,0,0,,,-0.3737354389272471,985,0.0095169082125603,False,dist_vwap_atr
S18::18995ee3f508,S18,M06_SESSION_TIME,f019,12,0.1052424949447115,,,0,0,,,-0.2196943442096486,986,0.0095265700483091,False,month_of_year
S10::598adad042be,S10,M10_DISPLACEMENT_CONTINUATION,f001,5,0.105704367967625,,,0,0,,,-0.1821402258358029,987,0.0095362318840579,False,weekday
OBEXEC_D,OBEXEC_D,M14_REFERENCE_LEVEL,f039,2,0.1059653524382953,,,0,0,,,-0.1852561142249603,988,0.0095458937198067,False,session_id
S23::866611e1c7db,S23,M04_VOLATILITY_COMPRESSION_EXPANSION,f042,5,0.1062302514319868,,,0,0,,,-0.1768749736734077,989,0.0095555555555555,False,dist_pdmid_atr
S14::dc07a2d5d013,S14,M08_EXTENSION_MEAN_REVERSION,f016,4,0.1065965357047966,4.0,0.0768189004259877,149,135,0.1690532466601461,1.436099710335236,-0.0733520870494794,990,0.0095652173913043,False,bars_to_sess_end
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f006,5,0.1071808060751167,,,0,0,,,-0.1687544865282243,991,0.0095748792270531,False,realvol_ratio
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f002,5,0.1071953544909365,,,0,0,,,-0.1440796368386465,992,0.0095845410628019,False,ret_1_atr
S12::061854e10b15,S12,M12_RANGE_ROTATION,f008,5,0.1075755822342583,,,0,0,,,-0.2424089430019912,993,0.0095942028985507,False,dist_vwap_atr
SESS_C,SESS_C,M06_SESSION_TIME,f033,5,0.1081895891148421,,,0,0,,,-0.2791331001590712,994,0.0096038647342995,False,rloc_sess
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f046,2,0.1089856054141771,,,0,0,,,-0.1687544865282243,995,0.0096135265700483,False,h4_trend_state
S31::555f488885b1,S31,M06_SESSION_TIME,f032,5,0.1096943141170458,,,0,0,,,-0.2555616258255557,996,0.0096231884057971,False,efficiency_24h
SESS_E,SESS_E,M06_SESSION_TIME,f034,3,0.1100574635376321,,,0,0,,,-0.1706719129068075,997,0.0096328502415458,False,run_len_same_dir
SESS_E,SESS_E,M06_SESSION_TIME,f003,3,0.1102594463574464,,,0,0,,,-0.1706719129068075,998,0.0096425120772946,False,vol_rel_sess
HTF_RECLAIM,HTF_RECLAIM,M11_STRUCTURE_BREAK_REVERSAL,f020,5,0.1105009564443748,,,0,0,,,-0.1001845799762217,999,0.0096521739130434,False,mtf_alignment
S1::11c4710e404e,S1,M01_LIQUIDITY_SWEEP,f024,2,0.1105085695415768,,,0,0,,,-0.1687544865282243,1000,0.0096618357487922,False,h1_trend_state
S8::b7adfd7f9d4f,S8,M08_EXTENSION_MEAN_REVERSION,f001,5,0.1106946632111638,,,0,0,,,-0.1740521879042388,1001,0.009671497584541,False,weekday
S29::bd28e989b4eb,S29,M06_SESSION_TIME,f007,5,0.1110782620401251,3.0,0.0613278438518189,157,157,0.269414453649449,2.2866604066591485,-0.1540660871629385,1002,0.0096811594202898,False,ret_96_atr
S50::9cc65b2c5452,S50,M20_CANDLESTICK_PATTERN,f011,48,0.1117413644656757,,,0,0,,,-0.6026326920420786,1003,0.0096908212560386,False,halfhour_bucket_utc
S48::6d74b2000433,S48,M04_VOLATILITY_COMPRESSION_EXPANSION,f027,5,0.1121085336983473,4.0,0.0669263766470262,59,47,0.2333478422926531,1.4837451518132292,-0.164287958331933,1004,0.0097004830917874,False,atr_pct_rank
S43::6aacd27a298d,S43,M18_OSCILLATOR_DIVERGENCE,f026,5,0.1122769337471363,,,0,0,,,-0.3255470396563592,1005,0.0097101449275362,False,rloc_50
S45::4809d6e42bc2,S45,M19_SEQUENCE_RUNLENGTH,f008,5,0.1124953926189908,,,0,0,,,-0.1625746944243231,1006,0.009719806763285,False,dist_vwap_atr
S8::ec037f864152,S8,M08_EXTENSION_MEAN_REVERSION,f019,12,0.1126167413032206,,,0,0,,,-0.1440796368386465,1007,0.0097294685990338,False,month_of_year
OBR_A_limit,OBR_A_limit,M14_REFERENCE_LEVEL,f028,5,0.1127291418224918,0.0,0.1472648110710303,257,211,0.2393290952778732,2.2722955318992817,-0.0673227003426379,1008,0.0097391304347826,False,dist_prev_sess_high_atr
S12::061854e10b15,S12,M12_RANGE_ROTATION,f027,5,0.1128405283500399,,,0,0,,,-0.2424089430019912,1009,0.0097487922705314,False,atr_pct_rank
S6::a461ec93f607,S6,M06_SESSION_TIME,f001,5,0.1128686834398196,,,0,0,,,-0.5128074236968724,1010,0.0097584541062801,False,weekday
