setup_id,feature,std_win_loss_diff,corr_R,abseff
BASE_SETUP_02,g004,0.029,0.0432,0.028973725581991287
BASE_SETUP_02,g048,-0.01,-0.0009,0.010026986344500916
BASE_SETUP_02,g019,-0.0157,-0.0368,0.0157470136556226
BASE_SETUP_02,g001,0.0322,0.035,0.03215029216311983
BASE_SETUP_02,g015,0.0255,0.0031,0.025480141577974815
BASE_SETUP_02,g017,0.2139,0.1263,0.21391291654121122
BASE_SETUP_02,g023,0.0407,0.0279,0.040650587268875674
BASE_SETUP_02,g022,-0.0254,-0.0034,0.02535307827579283
BASE_SETUP_02,g029,-0.0251,-0.0138,0.025057137693223944
BASE_SETUP_02,g037,0.0413,0.0283,0.04131111853385451
BASE_SETUP_03,g009,-0.0107,0.0039,0.010665927344267252
BASE_SETUP_03,g034,-0.0144,0.002,0.014387084925152775
BASE_SETUP_03,g041,-0.057,-0.0207,0.05697543856364396
BASE_SETUP_03,g054,0.0032,0.0063,0.003162526889468641
BASE_SETUP_03,g020,-0.0026,0.0032,0.0025648904339964198
BASE_SETUP_03,g030,0.0245,0.0171,0.024542230474104476
BASE_SETUP_03,g002,-0.0164,-0.0031,0.0163765806699846
BASE_SETUP_03,g003,-0.0376,-0.0125,0.03764054104263991
BASE_SETUP_03,g050,0.012,0.0123,0.011963611101916892
BASE_SETUP_03,g027,-0.0164,-0.0037,0.016407386375394226
BASE_SETUP_03,g018,0.0164,0.0037,0.016407386375393518
BASE_SETUP_03,g006,-0.0002,0.0053,0.0002091879738726409
BASE_SETUP_03,g040,0.0002,-0.0053,0.00020918797387055584
BASE_SETUP_03,g010,0.0157,0.0056,0.015710191947398172
BASE_SETUP_03,g008,0.0164,0.0037,0.016407386375393518
BASE_SETUP_03,g052,0.0002,-0.0053,0.00020918797387055584
BASE_SETUP_03,g028,0.0317,0.0189,0.03172208099784502
BASE_SETUP_03,g032,0.0453,0.0292,0.045307262672666146
BASE_SETUP_03,g042,0.0852,0.0506,0.08517826843044883
BASE_SETUP_03,g013,-0.0015,-0.0079,0.001452743431609988
BASE_SETUP_03,g046,0.0155,0.0117,0.01549758413164528
BASE_SETUP_03,g047,0.0295,0.0148,0.029456603647964732
BASE_SETUP_03,g011,-0.0088,-0.0022,0.008798909189709101
BASE_SETUP_03,g014,0.0395,0.0272,0.039454806161705186
BASE_SETUP_03,g025,0.0837,0.0527,0.08373267392488107
BASE_SETUP_03,g012,0.0837,0.0513,0.08367454161362606
BASE_SETUP_03,g053,0.0694,0.0406,0.06937410616565197
BASE_SETUP_03,g049,0.0234,0.0105,0.023388300284210996
BASE_SETUP_03,g035,0.0319,0.0236,0.03193963901547471
BASE_SETUP_03,g044,-0.0259,-0.0292,0.02593008658153397
BASE_SETUP_03,g033,-0.023,-0.0109,0.023011493112190494
BASE_SETUP_03,g016,-0.0285,-0.0148,0.028527707698882233
BASE_SETUP_03,g045,0.0135,0.0009,0.013503821393461355
BASE_SETUP_03,g024,-0.0313,-0.0158,0.03129949109392856
BASE_SETUP_03,g038,-0.0198,-0.0246,0.019847566347869744
BASE_SETUP_03,g007,-0.0093,-0.0024,0.009268248615011819
BASE_SETUP_03,g021,0.023,0.0126,0.023025552995872632
BASE_SETUP_03,g043,-0.0253,-0.0027,0.025335787358048322
BASE_SETUP_03,g055,0.0028,0.0081,0.002845735920881537
BASE_SETUP_03,g031,0.0087,0.0144,0.008689084375520462
BASE_SETUP_03,g051,0.0135,0.0121,0.013516792906633915
BASE_SETUP_03,g039,0.0444,0.023,0.04444575845018259
BASE_SETUP_03,g026,-0.0308,-0.0045,0.03082194280931592
BASE_SETUP_03,g005,0.006,0.0151,0.006009296597442786
BASE_SETUP_03,g036,0.0098,0.0151,0.009754127803224561
BASE_SETUP_03,g004,0.0766,0.0454,0.07662259453778168
BASE_SETUP_03,g048,0.0254,0.0164,0.025442125601618522
BASE_SETUP_03,g019,-0.0644,-0.0415,0.0644112815062623
BASE_SETUP_03,g001,-0.0547,-0.0225,0.05470093840926238
BASE_SETUP_03,g015,-0.0717,-0.0461,0.07167606962061998
BASE_SETUP_03,g017,0.0012,0.0312,0.00120090925824891
BASE_SETUP_03,g023,0.046,0.0219,0.046042452762542076
BASE_SETUP_03,g022,0.035,0.0183,0.0349614049033507
BASE_SETUP_03,g029,-0.0272,-0.018,0.027243923418620232
BASE_SETUP_03,g037,0.0449,0.0214,0.0449239476408566
BASE_SETUP_04,g009,0.0308,0.0095,0.030750875482891776
BASE_SETUP_04,g034,0.0394,0.014,0.03941675399465825
BASE_SETUP_04,g041,0.0229,0.0087,0.02293646637643666
BASE_SETUP_04,g054,-0.0011,0.0,0.0011012178373840306
BASE_SETUP_04,g020,0.0153,0.0029,0.015293696253550221
BASE_SETUP_04,g030,0.0428,0.0148,0.04284008582502155
BASE_SETUP_04,g002,0.0084,0.0107,0.008387529713846225
BASE_SETUP_04,g003,-0.0063,0.0055,0.006265672698492029
BASE_SETUP_04,g050,-0.0247,-0.0061,0.02474078048845451
BASE_SETUP_04,g027,-0.0283,-0.0113,0.02832062570160384
BASE_SETUP_04,g018,0.0283,0.0113,0.028320625701603673
BASE_SETUP_04,g006,-0.0206,-0.0084,0.020560241124572727
BASE_SETUP_04,g040,0.0206,0.0084,0.020560241124572727
BASE_SETUP_04,g010,0.0229,0.0091,0.02286596942101011
BASE_SETUP_04,g008,0.0283,0.0113,0.028320625701603673
BASE_SETUP_04,g052,0.0206,0.0084,0.020560241124572727
BASE_SETUP_04,g028,0.0063,0.0022,0.00632835443757144
BASE_SETUP_04,g032,0.0135,0.0111,0.01353625401098735
BASE_SETUP_04,g042,0.0827,0.061,0.08266615527586822
BASE_SETUP_04,g013,-0.0034,-0.0046,0.0034385872276789776
BASE_SETUP_04,g046,0.0194,0.0093,0.019363248491614287
BASE_SETUP_04,g047,-0.0102,-0.004,0.010233370942854989
BASE_SETUP_04,g011,0.0164,0.0074,0.016434944454645623
BASE_SETUP_04,g014,0.0572,0.0428,0.05724902928067833
BASE_SETUP_04,g025,0.1128,0.0622,0.11280672109594274
BASE_SETUP_04,g012,0.1105,0.065,0.11050006091843428
BASE_SETUP_04,g053,0.0906,0.0574,0.09062573411898721
BASE_SETUP_04,g049,0.0224,0.0058,0.02241671335310097
BASE_SETUP_04,g035,0.0363,0.0155,0.03627178800176369
BASE_SETUP_04,g044,-0.0816,-0.0521,0.08157551020401028
BASE_SETUP_04,g033,0.0261,-0.0,0.026073905823380775
BASE_SETUP_04,g016,0.0308,0.0117,0.03079557034397632
BASE_SETUP_04,g045,-0.031,-0.0144,0.030968645642061747
BASE_SETUP_04,g024,0.0349,0.0131,0.03485202106668128
BASE_SETUP_04,g038,-0.0329,-0.0304,0.03294417419211331
BASE_SETUP_04,g007,0.0316,0.0044,0.03163698211737485
BASE_SETUP_04,g021,-0.0223,-0.0049,0.022327549011330317
BASE_SETUP_04,g043,0.0311,0.0108,0.03112593795592567
BASE_SETUP_04,g055,0.0153,0.0046,0.015345756909643737
BASE_SETUP_04,g031,0.0311,0.0205,0.03109520421512117
BASE_SETUP_04,g051,0.0952,0.0518,0.09516971287494588
BASE_SETUP_04,g039,0.0933,0.0553,0.09328740292408605
BASE_SETUP_04,g026,0.0286,0.0181,0.02855684180913424
BASE_SETUP_04,g005,0.0668,0.0376,0.06683767812491116
BASE_SETUP_04,g036,0.0255,0.0085,0.025480676801772913
BASE_SETUP_04,g004,0.0749,0.0508,0.07485336910744698
BASE_SETUP_04,g048,0.0013,0.0005,0.00134132301380549
BASE_SETUP_04,g019,-0.0835,-0.0514,0.08345813098386115
BASE_SETUP_04,g001,0.0,0.0,0.0
BASE_SETUP_04,g015,0.0202,0.0051,0.02018086809065037
BASE_SETUP_04,g017,0.0459,0.0161,0.045885468798385134
BASE_SETUP_04,g023,-0.0531,-0.0291,0.053069504433832654
BASE_SETUP_04,g022,-0.0104,-0.0063,0.010428359635541243
BASE_SETUP_04,g029,0.0113,0.0087,0.01133156603211462
BASE_SETUP_04,g037,-0.0535,-0.0292,0.053472553248563426
BASE_SETUP_05,g009,-0.0689,-0.0302,0.06886224929788881
BASE_SETUP_05,g034,-0.0745,-0.0299,0.07450195271560163
BASE_SETUP_05,g041,-0.0177,-0.011,0.017657267416646978
BASE_SETUP_05,g054,0.0164,0.0087,0.016419452861780183
BASE_SETUP_05,g020,-0.0425,-0.0201,0.04249209602029738
BASE_SETUP_05,g030,-0.0547,-0.0201,0.054748476093429574
BASE_SETUP_05,g002,-0.0294,-0.0081,0.029376549952854675
BASE_SETUP_05,g003,-0.0043,-0.0037,0.004347219225920884
BASE_SETUP_05,g050,-0.0118,-0.0059,0.01183658652050268
BASE_SETUP_05,g027,0.0189,0.0057,0.018879808040329436
BASE_SETUP_05,g018,-0.0189,-0.0057,0.018879808040328995
BASE_SETUP_05,g006,0.0122,0.004,0.012233152022373676
BASE_SETUP_05,g040,-0.0122,-0.004,0.012233152022376039
BASE_SETUP_05,g010,-0.0276,-0.012,0.027569525920506866
BASE_SETUP_05,g008,-0.0189,-0.0057,0.018879808040328995
BASE_SETUP_05,g052,-0.0122,-0.004,0.012233152022376039
BASE_SETUP_05,g028,-0.0327,-0.0155,0.032700267093145295
BASE_SETUP_05,g032,-0.0477,-0.0202,0.04766508081621131
BASE_SETUP_05,g042,0.0435,0.0244,0.043466252487677395
BASE_SETUP_05,g013,0.0563,0.0265,0.056343199257227486
BASE_SETUP_05,g046,-0.0427,-0.0169,0.04271248900480583
BASE_SETUP_05,g047,-0.032,-0.0178,0.03204904501609348
BASE_SETUP_05,g011,-0.0057,0.0008,0.00571059795086967
BASE_SETUP_05,g014,0.0344,0.0146,0.03436703339562065
BASE_SETUP_05,g025,-0.0391,-0.0142,0.03914150886709566
BASE_SETUP_05,g012,-0.0089,-0.0017,0.0088757532851332
BASE_SETUP_05,g053,0.0282,0.0173,0.028236712591913026
BASE_SETUP_05,g049,-0.0025,-0.0014,0.0025329965678266724
BASE_SETUP_05,g035,-0.0977,-0.0463,0.09774431255375833
BASE_SETUP_05,g044,-0.0365,-0.0235,0.036478413673286164
BASE_SETUP_05,g033,-0.0244,-0.0138,0.024389709137715956
BASE_SETUP_05,g016,-0.0553,-0.0256,0.05526721834546658
BASE_SETUP_05,g045,0.0539,0.0207,0.05387854660489841
BASE_SETUP_05,g024,-0.0359,-0.0185,0.03593447668748888
BASE_SETUP_05,g038,-0.0225,-0.0213,0.02249864281970946
BASE_SETUP_05,g007,-0.088,-0.0414,0.08798863893247942
BASE_SETUP_05,g021,0.0582,0.0285,0.058212213162332556
BASE_SETUP_05,g043,-0.091,-0.0392,0.09104126271732174
BASE_SETUP_05,g055,-0.056,-0.0238,0.05600092406276206
BASE_SETUP_05,g031,-0.0555,-0.0216,0.05546362076715335
BASE_SETUP_05,g051,-0.03,-0.0061,0.030018295738489072
BASE_SETUP_05,g039,-0.0994,-0.0338,0.09942401315920806
BASE_SETUP_05,g026,0.0069,0.0028,0.006871675179166649
BASE_SETUP_05,g005,-0.0222,-0.0056,0.02216273410126865
BASE_SETUP_05,g036,-0.049,-0.0179,0.04896223179330853
BASE_SETUP_05,g004,0.0286,0.0246,0.028553632096297337
BASE_SETUP_05,g048,0.0044,0.0025,0.004357090599568647
BASE_SETUP_05,g019,-0.016,-0.0219,0.016018269173186574
BASE_SETUP_05,g001,-0.0551,-0.0257,0.05511012078571671
BASE_SETUP_05,g015,-0.0423,-0.0367,0.04234820752453462
BASE_SETUP_05,g017,-0.0985,-0.0283,0.09853895825481472
BASE_SETUP_05,g023,0.099,0.051,0.09898274866284329
BASE_SETUP_05,g022,-0.0312,-0.0134,0.031209437072705775
BASE_SETUP_05,g029,-0.0409,-0.0227,0.04094471151913351
BASE_SETUP_05,g037,0.0979,0.0505,0.09790680625681092
BASE_SETUP_06,g009,-0.0098,-0.0216,0.009783111397799832
BASE_SETUP_06,g034,-0.0182,-0.0222,0.018221421931468525
BASE_SETUP_06,g041,-0.0482,-0.0349,0.04816502063618547
BASE_SETUP_06,g054,-0.045,-0.0303,0.04501985904716916
BASE_SETUP_06,g020,0.0028,-0.0128,0.002821579310799079
BASE_SETUP_06,g030,0.0192,-0.0006,0.019236966599935113
BASE_SETUP_06,g002,0.0013,0.0062,0.0012966328422174631
BASE_SETUP_06,g003,0.0167,0.0143,0.016742093209509357
BASE_SETUP_06,g050,0.0064,0.006,0.00637524779174578
BASE_SETUP_06,g027,-0.0229,0.0184,0.022853074646605454
BASE_SETUP_06,g018,0.0229,-0.0184,0.022853074646604944
BASE_SETUP_06,g006,0.0122,0.0288,0.012177276376562072
BASE_SETUP_06,g040,-0.0122,-0.0288,0.012177276376561842
BASE_SETUP_06,g010,0.0313,-0.0219,0.031337943613422514
BASE_SETUP_06,g008,0.0229,-0.0184,0.022853074646604944
BASE_SETUP_06,g052,-0.0122,-0.0288,0.012177276376561842
BASE_SETUP_06,g028,0.0524,0.0157,0.05235797144836014
BASE_SETUP_06,g032,0.0558,0.027,0.055816528752649926
BASE_SETUP_06,g042,0.0435,0.0326,0.043451353194197295
BASE_SETUP_06,g013,-0.0067,-0.0019,0.006725427833686837
BASE_SETUP_06,g046,-0.0088,-0.0043,0.008751093906335689
BASE_SETUP_06,g047,0.0208,0.0124,0.02075697963954125
BASE_SETUP_06,g011,-0.0161,-0.0091,0.016071375902036427
BASE_SETUP_06,g014,0.0129,0.0237,0.012912293818772982
BASE_SETUP_06,g025,0.0462,0.02,0.046224200868847654
BASE_SETUP_06,g012,0.041,0.0228,0.04098297832667062
BASE_SETUP_06,g053,0.0232,0.0192,0.023175413320603314
BASE_SETUP_06,g049,-0.0342,-0.0103,0.03418385142795109
BASE_SETUP_06,g035,0.0274,0.0005,0.027393858021125077
BASE_SETUP_06,g044,0.0287,0.0106,0.02874392258174929
BASE_SETUP_06,g033,-0.0683,-0.0498,0.06825695683280697
BASE_SETUP_06,g016,-0.0261,-0.0321,0.026072602779125726
BASE_SETUP_06,g045,0.0294,0.0272,0.029425704096851066
BASE_SETUP_06,g024,-0.0401,-0.0335,0.040087183056296355
BASE_SETUP_06,g038,0.0037,-0.0048,0.003666710253688658
BASE_SETUP_06,g007,-0.0422,-0.0316,0.0422479722633451
BASE_SETUP_06,g021,0.0247,0.0196,0.024699562400506626
BASE_SETUP_06,g043,-0.0347,-0.0328,0.03468690162490674
BASE_SETUP_06,g055,-0.0459,-0.0355,0.0458712297598576
BASE_SETUP_06,g031,-0.0231,-0.0129,0.023071923862342206
BASE_SETUP_06,g051,-0.0284,-0.0041,0.02840130080423544
BASE_SETUP_06,g039,-0.003,0.0145,0.00295668588308581
BASE_SETUP_06,g026,-0.055,-0.029,0.05496566687334241
BASE_SETUP_06,g005,-0.0198,-0.0112,0.019794264206906463
BASE_SETUP_06,g036,-0.0402,-0.0332,0.04018892402329724
BASE_SETUP_06,g004,0.0501,0.0378,0.050146668300876406
BASE_SETUP_06,g048,-0.0275,-0.019,0.027541787553688517
BASE_SETUP_06,g019,-0.0449,-0.0348,0.04489221136976382
BASE_SETUP_06,g001,0.0,0.0,0.0
BASE_SETUP_06,g015,-0.0153,-0.0175,0.015264289160465206
BASE_SETUP_06,g017,0.0283,0.0067,0.02828555066142924
BASE_SETUP_06,g023,0.0149,0.0052,0.014879926324130448
BASE_SETUP_06,g022,0.001,0.0022,0.0009776558897955224
BASE_SETUP_06,g029,-0.0075,-0.0051,0.007505658731811701
BASE_SETUP_06,g037,0.0136,0.0047,0.013554580515038953
BASE_SETUP_07,g009,0.0816,0.0156,0.08157036187945445
BASE_SETUP_07,g034,0.0863,0.0172,0.08627657056351028
BASE_SETUP_07,g041,0.0752,0.0132,0.07518682276738817
BASE_SETUP_07,g054,-0.0262,-0.002,0.0262096889412084
BASE_SETUP_07,g020,0.0556,0.0099,0.05555386446016144
BASE_SETUP_07,g030,0.0707,0.0158,0.07067403786452275
BASE_SETUP_07,g002,0.0449,0.0121,0.04491100508884065
BASE_SETUP_07,g003,0.0393,0.0037,0.03932092677705336
BASE_SETUP_07,g050,0.0381,0.0058,0.038122808396609635
BASE_SETUP_07,g027,-0.049,-0.0062,0.048974494854007344
BASE_SETUP_07,g018,0.049,0.0062,0.048974494854007344
BASE_SETUP_07,g006,-0.0494,-0.0066,0.04944502564095269
BASE_SETUP_07,g040,0.0494,0.0066,0.04944502564095279
BASE_SETUP_07,g010,0.0502,0.0075,0.050234135642473345
BASE_SETUP_07,g008,0.049,0.0062,0.048974494854007344
BASE_SETUP_07,g052,0.0494,0.0066,0.04944502564095279
BASE_SETUP_07,g028,-0.0107,0.0029,0.01069814196758891
BASE_SETUP_07,g032,-0.0221,-0.0038,0.022080169051642857
BASE_SETUP_07,g042,0.0802,0.0282,0.08020285028880066
BASE_SETUP_07,g013,-0.0087,-0.0156,0.008673162238646755
BASE_SETUP_07,g046,0.0481,0.0208,0.048075476553485035
BASE_SETUP_07,g047,-0.0447,-0.0104,0.04467402725447461
BASE_SETUP_07,g011,0.0517,0.0172,0.051739305085804245
BASE_SETUP_07,g014,0.0604,0.025,0.06038796211591709
BASE_SETUP_07,g025,0.0925,0.0354,0.09247097157466459
BASE_SETUP_07,g012,0.0675,0.0278,0.06750111066226933
BASE_SETUP_07,g053,0.0596,0.0287,0.05959972615091332
BASE_SETUP_07,g049,-0.0199,-0.0059,0.019884698301692497
BASE_SETUP_07,g035,0.0356,0.0176,0.035566533453964905
BASE_SETUP_07,g044,-0.0172,0.0118,0.017168140212209436
BASE_SETUP_07,g033,0.0041,-0.0214,0.004081728251350828
BASE_SETUP_07,g016,0.0867,0.0201,0.08669209039042436
BASE_SETUP_07,g045,-0.0451,-0.0017,0.04506036722318778
BASE_SETUP_07,g024,0.0788,0.0208,0.07884147927171219
BASE_SETUP_07,g038,0.0211,0.0019,0.02105351320521663
BASE_SETUP_07,g007,-0.1155,-0.0501,0.11549387227856729
BASE_SETUP_07,g021,-0.1319,-0.0401,0.13189394379632507
BASE_SETUP_07,g043,0.088,0.0178,0.08797791302231522
BASE_SETUP_07,g055,0.0766,0.0231,0.07660447148593638
BASE_SETUP_07,g031,-0.0462,-0.0268,0.04621631132182611
BASE_SETUP_07,g051,-0.1897,-0.0602,0.1896826096081625
BASE_SETUP_07,g039,0.0113,0.0109,0.01133333639724128
BASE_SETUP_07,g026,-0.0211,-0.0256,0.02107612784949023
BASE_SETUP_07,g005,-0.0908,-0.0394,0.09081865292006087
BASE_SETUP_07,g036,0.0804,0.0194,0.08038896910890539
BASE_SETUP_07,g004,0.0633,0.0253,0.06330296867136816
BASE_SETUP_07,g048,0.0227,0.0182,0.022679151761810144
BASE_SETUP_07,g019,-0.0605,-0.0332,0.060523867660365244
BASE_SETUP_07,g001,-0.0171,-0.0053,0.01708260444595398
BASE_SETUP_07,g015,0.0753,0.0178,0.07529300361954556
BASE_SETUP_07,g017,-0.0195,-0.0114,0.01945084920827283
BASE_SETUP_07,g023,0.0672,0.02,0.06720750394550186
BASE_SETUP_07,g022,0.0395,0.0252,0.039465260906199284
BASE_SETUP_07,g029,-0.0092,0.013,0.009243054252260144
BASE_SETUP_07,g037,0.0668,0.0201,0.06684454242805098
BASE_SETUP_08,g009,-0.2195,-0.0272,0.2195106538270992
BASE_SETUP_08,g034,-0.224,-0.0379,0.22401720760713198
BASE_SETUP_08,g041,-0.1782,-0.0303,0.17820225957682925
BASE_SETUP_08,g054,-0.1065,-0.0256,0.1065321293401708
BASE_SETUP_08,g020,-0.1085,-0.0063,0.10853432082479633
BASE_SETUP_08,g030,-0.1275,-0.0215,0.127530419895546
BASE_SETUP_08,g002,0.1781,0.0378,0.1780942307697547
BASE_SETUP_08,g003,0.168,0.0386,0.16803475193208833
BASE_SETUP_08,g050,0.0963,0.0325,0.09626263767615369
BASE_SETUP_08,g027,0.1118,-0.0294,0.1117774024049404
BASE_SETUP_08,g018,-0.1118,0.0294,0.1117774024049404
BASE_SETUP_08,g006,0.1345,-0.0224,0.13454132689259485
BASE_SETUP_08,g040,-0.1345,0.0224,0.13454132689259485
BASE_SETUP_08,g010,-0.088,0.0382,0.08795282483265333
BASE_SETUP_08,g008,-0.1118,0.0294,0.1117774024049404
BASE_SETUP_08,g052,-0.1345,0.0224,0.13454132689259485
BASE_SETUP_08,g028,0.0262,0.0279,0.026222340118542426
BASE_SETUP_08,g032,0.0557,-0.0078,0.055723546302559976
BASE_SETUP_08,g042,0.0674,0.0131,0.06742352009097391
BASE_SETUP_08,g013,-0.0297,0.0068,0.029671887139960836
BASE_SETUP_08,g046,-0.0498,-0.0159,0.049754350624261
BASE_SETUP_08,g047,0.0461,0.02,0.04613286635875355
BASE_SETUP_08,g011,-0.0564,-0.021,0.05640379400545366
BASE_SETUP_08,g014,0.0104,-0.0075,0.010364163514571506
BASE_SETUP_08,g025,0.0661,0.0117,0.06613384261064555
BASE_SETUP_08,g012,0.0388,0.0025,0.03882117301884809
BASE_SETUP_08,g053,0.0318,0.0042,0.03179901068369329
BASE_SETUP_08,g049,-0.0418,0.0071,0.04181137900501314
