hid,family,N,tpy,WR,BASE,STRESS,PF,maxDD,e1,e2,e3,worst,db5,n1,n2,n3,GATE
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=beyond_sweep/exit=time/window=8/id=fdb4b02471d4,S1,2725,182.0,0.391,0.1047,-0.02,1.183,53.3,0.0225,0.2132,0.0822,0.0225,-0.2509,981,915,829,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr2/window=4/id=2a2d529b4b50,S1,2092,139.0,0.368,-0.0453,-0.1044,0.924,131.5,-0.0948,-0.0097,-0.0271,-0.0948,-0.1522,743,707,642,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr2/window=8/id=49d16f300d84,S1,2665,178.0,0.367,-0.0616,-0.1185,0.897,193.0,-0.0777,-0.0593,-0.0447,-0.0777,-0.1697,965,894,806,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr3/window=4/id=d663f2a39e43,S1,2074,138.0,0.329,-0.0409,-0.1003,0.936,132.6,-0.1107,-0.0042,-0.0006,-0.1107,-0.2016,737,700,637,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=rr3/window=8/id=8300a263d5e7,S1,2642,176.0,0.332,-0.0579,-0.1151,0.908,198.8,-0.0806,-0.0604,-0.0277,-0.0806,-0.22,958,885,799,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=opp_liq/window=4/id=32cc6a432aca,S1,2083,139.0,0.378,-0.0646,-0.1239,0.893,160.0,-0.1496,0.0054,-0.044,-0.1496,-0.2802,737,705,641,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=opp_liq/window=8/id=ebd126f71502,S1,2644,176.0,0.386,-0.0757,-0.1328,0.872,221.8,-0.1211,-0.0285,-0.074,-0.1211,-0.286,953,888,803,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=time/window=4/id=633806454618,S1,2070,138.0,0.341,-0.0206,-0.0801,0.966,123.7,-0.1145,0.0863,-0.0297,-0.1145,-0.2947,735,699,636,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=none/stop=structural/exit=time/window=8/id=885b2e398419,S1,2628,175.0,0.344,-0.0381,-0.0955,0.935,132.9,-0.0861,0.0299,-0.0558,-0.0861,-0.3051,949,880,799,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr2/window=4/id=420e76341331,S1,252,17.0,0.405,0.0159,-0.031,1.031,27.6,-0.2895,0.2443,0.0306,-0.2895,-0.0836,75,95,82,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=681885a5f1b1,S1,527,35.0,0.397,-0.018,-0.082,0.967,49.5,-0.0905,0.0657,-0.0358,-0.0905,-0.1227,177,188,162,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr3/window=4/id=cf9140873b2f,S1,252,17.0,0.385,0.0649,0.018,1.123,23.1,-0.2539,0.2639,0.1259,-0.2539,-0.083,75,95,82,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=e0dcb3bf3658,S1,527,35.0,0.378,0.0148,-0.0493,1.027,36.3,-0.0593,0.1185,-0.0246,-0.0593,-0.1404,177,188,162,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=4/id=2b6acf9549a8,S1,252,17.0,0.512,-0.0657,-0.1126,0.851,28.1,-0.1977,0.0796,-0.1134,-0.1977,-0.1909,75,95,82,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=3e85d115c998,S1,528,35.0,0.491,-0.0001,-0.0641,1.0,27.2,0.0137,0.1157,-0.1503,-0.1503,-0.2141,177,189,162,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=time/window=4/id=412fa839bcda,S1,252,17.0,0.381,-0.0202,-0.0672,0.957,40.7,-0.3052,0.0581,0.1496,-0.3052,-0.2131,75,95,82,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=a65a9f72bf0e,S1,527,35.0,0.374,0.0921,0.028,1.18,32.9,0.0682,0.1613,0.0378,0.0378,-0.2476,177,188,162,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr2/window=4/id=8aa00744b9e3,S1,252,17.0,0.405,0.0158,-0.0241,1.031,26.5,-0.2889,0.2429,0.0312,-0.2889,-0.0838,75,95,82,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr2/window=8/id=67ca48db1c06,S1,527,35.0,0.402,-0.0024,-0.0439,0.995,36.0,-0.0874,0.0807,-0.0061,-0.0874,-0.1064,177,188,162,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr3/window=4/id=47660f96d3e4,S1,252,17.0,0.381,0.0281,-0.0118,1.053,25.6,-0.2872,0.2341,0.0778,-0.2872,-0.1217,75,95,82,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=rr3/window=8/id=2177adc69f7e,S1,527,35.0,0.376,-0.0266,-0.0681,0.951,32.0,-0.1023,0.0405,-0.0219,-0.1023,-0.184,177,188,162,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=opp_liq/window=4/id=2afe80194755,S1,252,17.0,0.516,-0.0565,-0.0964,0.871,23.5,-0.1594,0.0737,-0.1131,-0.1594,-0.181,75,95,82,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=opp_liq/window=8/id=bd8c694f06b4,S1,528,35.0,0.502,-0.049,-0.0905,0.893,35.1,-0.0611,0.0227,-0.1195,-0.1195,-0.1961,177,189,162,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=time/window=4/id=b0228b495546,S1,252,17.0,0.385,-0.023,-0.0629,0.951,37.8,-0.2904,0.049,0.1383,-0.2904,-0.2093,75,95,82,False
S1::side=low/liq_ref=swing/liq_lb=50/confirm=displacement/imb=fvg/stop=structural/exit=time/window=8/id=45fecd755f5c,S1,527,35.0,0.381,-0.0198,-0.0612,0.959,40.7,-0.0878,0.0286,-0.0016,-0.0878,-0.2256,177,188,162,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=e1a7dba4ea11,S1,10423,695.0,0.38,-0.0032,-0.1303,0.995,257.4,-0.0039,-0.0304,0.0261,-0.0304,-0.1084,3655,3473,3295,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=3b8e5177cd2e,S1,12191,813.0,0.44,0.0739,-0.0749,1.129,37.8,0.0714,0.0374,0.1152,0.0374,-0.0271,4325,4039,3827,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=38ceffefe9ee,S1,9927,662.0,0.328,0.0074,-0.1205,1.011,305.4,-0.0056,-0.0394,0.0713,-0.0394,-0.1501,3500,3296,3131,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=2d482beb3f60,S1,11658,777.0,0.396,0.0904,-0.0601,1.147,57.2,0.0714,0.036,0.1693,0.036,-0.0623,4147,3850,3661,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=2b6086a9604f,S1,11367,758.0,0.519,-0.0191,-0.1478,0.96,444.8,-0.0298,-0.0485,0.0236,-0.0485,-0.2286,4002,3776,3589,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=1493b5673d3a,S1,13324,888.0,0.564,0.0745,-0.0854,1.169,71.3,0.0739,0.0385,0.113,0.0385,-0.1375,4749,4399,4176,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=4/id=209c968b015f,S1,11051,737.0,0.318,0.0501,-0.0724,1.074,314.7,0.0473,0.0025,0.1038,0.0025,-0.3467,3848,3717,3486,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=beyond_sweep/exit=time/window=8/id=02cfb13da7ab,S1,12903,860.0,0.377,0.1644,0.0016,1.264,119.0,0.1588,0.0984,0.2411,0.0984,-0.2624,4563,4300,4040,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=4/id=8eb7278a8ece,S1,8835,589.0,0.382,0.0064,-0.0665,1.011,166.4,-0.0061,-0.0054,0.0325,-0.0061,-0.0984,3099,2938,2798,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr2/window=8/id=f7fcb5c2fdce,S1,9920,661.0,0.384,0.0063,-0.0647,1.011,170.9,-0.0066,-0.0089,0.0371,-0.0089,-0.0986,3539,3273,3108,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr3/window=4/id=ae0653cce908,S1,8486,566.0,0.335,0.0129,-0.0603,1.02,202.3,-0.017,-0.0101,0.0706,-0.017,-0.1441,2984,2824,2678,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=rr3/window=8/id=41ecd5d97a30,S1,9500,633.0,0.339,0.0159,-0.0559,1.025,215.7,-0.0152,-0.0042,0.0729,-0.0152,-0.141,3402,3132,2966,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=opp_liq/window=4/id=0ddb057b448a,S1,10579,705.0,0.564,-0.0298,-0.1024,0.928,371.4,-0.0462,-0.0445,0.0037,-0.0462,-0.1985,3707,3519,3353,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=opp_liq/window=8/id=b98bd3d0c6ec,S1,11992,799.0,0.563,-0.0266,-0.0979,0.936,420.8,-0.0468,-0.0464,0.0173,-0.0468,-0.195,4269,3968,3755,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=time/window=4/id=6340c7446cdf,S1,10020,668.0,0.35,0.0155,-0.0609,1.026,258.1,-0.0012,-0.0183,0.0706,-0.0183,-0.2749,3506,3379,3135,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=none/stop=structural/exit=time/window=8/id=23956455a5c1,S1,11459,764.0,0.352,0.0132,-0.0621,1.022,269.5,-0.0114,-0.0163,0.0733,-0.0163,-0.274,4087,3818,3554,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr2/window=4/id=6ff105b986e7,S1,2024,135.0,0.384,0.0008,-0.0693,1.001,66.6,-0.0639,0.0314,0.0383,-0.0639,-0.1039,700,632,692,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=464a8d60bffb,S1,2665,178.0,0.4,0.0083,-0.0827,1.014,48.9,-0.0148,0.0073,0.0337,-0.0148,-0.096,944,831,890,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr3/window=4/id=d0abcfae464f,S1,1993,133.0,0.344,0.0128,-0.0568,1.02,90.8,-0.0831,0.006,0.1158,-0.0831,-0.1453,687,626,680,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=8c295585d0bf,S1,2629,175.0,0.36,0.0234,-0.0664,1.037,61.9,-0.0249,-0.0099,0.1054,-0.0249,-0.1341,928,822,879,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=4/id=ec75b05fca7a,S1,2106,140.0,0.651,-0.0382,-0.1098,0.881,89.3,-0.0498,-0.0608,-0.0054,-0.0608,-0.1515,730,662,714,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=3c1cf76c3397,S1,2780,185.0,0.643,0.0126,-0.1024,1.037,70.7,0.0195,-0.0512,0.0655,-0.0512,-0.1438,992,870,918,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=time/window=4/id=9fb39349c6c8,S1,2091,139.0,0.365,0.0131,-0.0591,1.023,108.6,-0.0619,-0.0345,0.1351,-0.0619,-0.259,733,653,705,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=edebeb1759cd,S1,2752,183.0,0.367,0.1136,-0.0278,1.195,89.3,0.0453,-0.0133,0.3067,-0.0133,-0.2727,986,855,911,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=rr2/window=4/id=217bdf6897f2,S1,1970,131.0,0.409,0.0189,-0.0319,1.035,51.3,-0.0549,0.0263,0.0869,-0.0549,-0.086,680,620,670,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=rr2/window=8/id=c869fc341a2d,S1,2553,170.0,0.407,0.0155,-0.0356,1.029,53.8,-0.0253,-0.0025,0.076,-0.0253,-0.0894,904,801,848,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=rr3/window=4/id=651922ec5128,S1,1947,130.0,0.381,0.0396,-0.0111,1.07,53.1,-0.0506,0.0316,0.1382,-0.0506,-0.1163,670,614,663,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=rr3/window=8/id=4249e674d41d,S1,2522,168.0,0.378,0.0249,-0.0263,1.044,69.3,-0.0369,-0.0003,0.1144,-0.0369,-0.132,893,790,839,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=opp_liq/window=4/id=2b1f60053c13,S1,2095,140.0,0.695,-0.0177,-0.0681,0.934,60.0,-0.0175,-0.0451,0.0077,-0.0451,-0.1203,724,660,711,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=opp_liq/window=8/id=0bf019248fbf,S1,2749,183.0,0.687,-0.0179,-0.0687,0.936,79.1,-0.0159,-0.0586,0.0187,-0.0586,-0.1245,977,862,910,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=time/window=4/id=ea5ef9621aa6,S1,2059,137.0,0.41,0.019,-0.032,1.039,52.5,0.0025,-0.0343,0.0856,-0.0343,-0.1965,720,645,694,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=consecutive2/imb=fvg/stop=structural/exit=time/window=8/id=930d5e587191,S1,2692,179.0,0.408,0.0104,-0.0412,1.021,102.1,-0.0182,-0.0571,0.1049,-0.0571,-0.2064,965,838,889,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=66de0fcdebc1,S1,3606,240.0,0.381,0.002,-0.0676,1.003,117.8,-0.0862,0.0196,0.0723,-0.0862,-0.103,1207,1183,1216,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=22f58b99cf74,S1,4883,325.0,0.386,-0.0006,-0.0755,0.999,176.2,-0.0892,0.0183,0.0744,-0.0892,-0.1056,1688,1605,1590,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=37d9da653c1f,S1,3521,235.0,0.341,0.0181,-0.0515,1.029,93.9,-0.041,0.0128,0.0829,-0.041,-0.1398,1185,1161,1175,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=5d777f7e4ffa,S1,4749,317.0,0.351,0.0208,-0.0549,1.034,140.9,-0.0663,0.0386,0.096,-0.0663,-0.1364,1646,1569,1534,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=ec618c84b278,S1,4113,274.0,0.739,-0.0565,-0.1269,0.648,236.6,-0.088,-0.0587,-0.0235,-0.088,-0.0905,1372,1337,1404,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=bdc342c1eab2,S1,5744,383.0,0.734,-0.0505,-0.128,0.702,299.7,-0.0831,-0.0487,-0.0182,-0.0831,-0.0954,1973,1879,1892,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=time/window=4/id=c15d251acdca,S1,3868,258.0,0.369,0.0403,-0.0353,1.07,62.5,-0.0007,0.0323,0.0888,-0.0007,-0.2395,1303,1258,1307,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=beyond_sweep/exit=time/window=8/id=8338bf16c0bc,S1,5284,352.0,0.369,0.076,-0.0235,1.131,85.1,0.0087,0.0823,0.1414,0.0087,-0.2513,1835,1727,1722,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=structural/exit=rr2/window=4/id=89f7cba4beae,S1,3334,222.0,0.415,0.024,-0.0209,1.047,82.3,-0.0485,0.0567,0.0652,-0.0485,-0.0798,1126,1106,1102,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=structural/exit=rr2/window=8/id=02ed5e6c7a7d,S1,4381,292.0,0.416,0.0258,-0.0177,1.051,111.6,-0.0516,0.0628,0.0722,-0.0516,-0.0783,1531,1449,1401,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=structural/exit=rr3/window=4/id=d3824f804c6e,S1,3269,218.0,0.391,0.0476,0.0026,1.089,68.4,-0.0378,0.0878,0.0948,-0.0378,-0.1072,1105,1086,1078,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=structural/exit=rr3/window=8/id=873c44cbd96d,S1,4274,285.0,0.394,0.0477,0.0039,1.09,82.4,-0.0416,0.0876,0.1046,-0.0416,-0.1071,1498,1417,1359,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=structural/exit=opp_liq/window=4/id=4c871d3458bf,S1,4084,272.0,0.778,-0.0331,-0.0782,0.698,138.7,-0.0631,-0.0243,-0.0121,-0.0631,-0.0555,1360,1328,1396,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=structural/exit=opp_liq/window=8/id=2fde2397f242,S1,5690,379.0,0.781,-0.0304,-0.0743,0.713,177.3,-0.0589,-0.0224,-0.0088,-0.0589,-0.0522,1948,1861,1881,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=structural/exit=time/window=4/id=246b701b25b6,S1,3709,247.0,0.42,0.034,-0.0124,1.073,55.2,-0.0214,0.0392,0.0845,-0.0214,-0.1749,1248,1217,1244,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=none/stop=structural/exit=time/window=8/id=b6bedd18c0da,S1,5006,334.0,0.419,0.0312,-0.0145,1.067,82.1,-0.0215,0.0368,0.0825,-0.0215,-0.1751,1746,1644,1616,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=rr2/window=4/id=65c3ba3f05b4,S1,1284,86.0,0.388,-0.0096,-0.0604,0.983,69.9,-0.0678,-0.0073,0.0442,-0.0678,-0.1157,435,395,454,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=rr2/window=8/id=9bb24895f96b,S1,2213,147.0,0.387,-0.015,-0.0715,0.973,116.3,-0.1195,0.0215,0.0619,-0.1195,-0.1204,783,699,731,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=rr3/window=4/id=190ebe36d8de,S1,1268,85.0,0.357,0.0064,-0.0446,1.011,63.9,-0.0466,0.007,0.0568,-0.0466,-0.1529,429,394,445,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=rr3/window=8/id=6acf0709f27c,S1,2181,145.0,0.361,0.0117,-0.0442,1.02,104.9,-0.102,0.0637,0.0839,-0.102,-0.1475,772,690,719,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=4/id=fc35c99a3a5c,S1,1353,90.0,0.763,-0.0474,-0.0992,0.654,68.0,-0.065,-0.0655,-0.0144,-0.0655,-0.0736,468,412,473,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=opp_liq/window=8/id=128c94bee864,S1,2379,159.0,0.76,-0.038,-0.096,0.718,99.2,-0.0552,-0.0433,-0.0142,-0.0552,-0.0686,844,754,781,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=time/window=4/id=e1420baec751,S1,1334,89.0,0.398,0.0095,-0.0424,1.019,63.8,-0.0297,-0.0327,0.0855,-0.0327,-0.2061,461,408,465,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=beyond_sweep/exit=time/window=8/id=46f1bee2afef,S1,2303,153.0,0.392,0.0412,-0.0397,1.079,83.8,0.0153,0.0579,0.053,0.0153,-0.2197,816,730,757,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=structural/exit=rr2/window=4/id=7cfa9cc7f499,S1,1247,83.0,0.423,0.0259,-0.0125,1.053,43.5,-0.0153,0.0541,0.0411,-0.0153,-0.0781,426,388,433,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=structural/exit=rr2/window=8/id=c209b3d32cd7,S1,2122,141.0,0.425,0.0263,-0.0116,1.053,70.6,-0.0434,0.0784,0.0511,-0.0434,-0.0782,753,678,691,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=structural/exit=rr3/window=4/id=9cc350ddb9ba,S1,1231,82.0,0.405,0.0348,-0.0038,1.069,35.9,-0.0261,0.0693,0.0633,-0.0261,-0.1194,419,387,425,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=structural/exit=rr3/window=8/id=b1e9ca868865,S1,2086,139.0,0.41,0.0383,0.0002,1.075,66.7,-0.0375,0.0883,0.0711,-0.0375,-0.1168,737,670,679,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=structural/exit=opp_liq/window=4/id=b4efd3b4b70a,S1,1352,90.0,0.791,-0.03,-0.0687,0.708,45.9,-0.0412,-0.0425,-0.0082,-0.0425,-0.0495,468,411,473,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=structural/exit=opp_liq/window=8/id=a4e81979285f,S1,2371,158.0,0.787,-0.0258,-0.0638,0.736,70.0,-0.0357,-0.0338,-0.0073,-0.0357,-0.0447,842,749,780,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=structural/exit=time/window=4/id=959a98146344,S1,1316,88.0,0.435,0.0326,-0.0065,1.079,26.0,0.0136,0.0032,0.078,0.0032,-0.1458,457,405,454,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=close_beyond/imb=fvg/stop=structural/exit=time/window=8/id=11b0b633c821,S1,2266,151.0,0.434,0.0142,-0.0245,1.034,57.9,-0.0138,0.0158,0.0432,-0.0138,-0.1569,807,721,738,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr2/window=4/id=88567ae39bcd,S1,5335,356.0,0.409,0.026,-0.0939,1.044,66.4,0.0149,0.0301,0.0339,0.0149,-0.0774,1894,1693,1748,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr2/window=8/id=8ae15f1fe244,S1,6820,455.0,0.44,0.0685,-0.0588,1.123,47.1,0.0575,0.0466,0.1027,0.0466,-0.033,2483,2159,2178,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr3/window=4/id=56b72fec8ffc,S1,5196,346.0,0.371,0.0458,-0.0724,1.073,52.0,0.0205,0.0609,0.0584,0.0205,-0.1091,1840,1656,1700,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=displacement/imb=none/stop=beyond_sweep/exit=rr3/window=8/id=aa6e0a4dfd6a,S1,6626,442.0,0.404,0.0839,-0.0427,1.141,65.2,0.0595,0.0768,0.1187,0.0595,-0.0691,2405,2106,2115,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=displacement/imb=none/stop=beyond_sweep/exit=opp_liq/window=4/id=89b5f32ad912,S1,5850,390.0,0.612,0.0029,-0.1168,1.008,78.2,-0.0243,0.0346,0.0015,-0.0243,-0.15,2077,1860,1913,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=displacement/imb=none/stop=beyond_sweep/exit=opp_liq/window=8/id=522d80b6d0a9,S1,7611,507.0,0.638,0.0539,-0.0703,1.155,54.9,0.0315,0.0487,0.0846,0.0315,-0.0975,2787,2398,2426,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=displacement/imb=none/stop=beyond_sweep/exit=time/window=4/id=b7be88cb5aa0,S1,5562,371.0,0.372,0.0787,-0.0389,1.13,62.8,0.0056,0.1519,0.0864,0.0056,-0.2689,1976,1782,1804,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=displacement/imb=none/stop=beyond_sweep/exit=time/window=8/id=0a534a2e0f86,S1,7185,479.0,0.402,0.1282,0.0011,1.221,55.5,0.091,0.1287,0.1706,0.091,-0.2245,2623,2281,2281,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=displacement/imb=none/stop=structural/exit=rr2/window=4/id=303ed64f55dd,S1,4838,322.0,0.377,-0.0169,-0.0772,0.971,155.9,-0.059,0.0031,0.0102,-0.059,-0.1228,1738,1541,1559,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=displacement/imb=none/stop=structural/exit=rr2/window=8/id=5de516d2b148,S1,5989,399.0,0.375,-0.0272,-0.0866,0.954,253.2,-0.0494,-0.0216,-0.0072,-0.0494,-0.1339,2190,1916,1883,False
S1::side=low/liq_ref=session/liq_lb=20/confirm=displacement/imb=none/stop=structural/exit=rr3/window=4/id=53f7546cb754,S1,4706,314.0,0.338,-0.0063,-0.067,0.99,146.1,-0.0725,0.0274,0.0336,-0.0725,-0.1648,1683,1503,1520,False
